timeStamp,robotRealCenCoords,robotHeading
0.0,"(653.1885433197021, 160.71701431274414)",116.27097959966572
7.048223200021312,"(213.49210453033447, -172.97380447387695)",-64.92785338222208
7.204509699949995,"(212.71242713928223, -172.78280448913574)",-65.26327031198306
7.361251099966466,"(212.9803590774536, -172.8466911315918)",-65.06272229757316
7.518090100027621,[nan nan]
7.642731399973854,"(212.84682750701904, -172.90137100219727)",-65.1676681541704
7.776551499962807,"(213.1341733932495, -172.96292877197266)",-65.11118931992357
7.919392500072718,[nan nan]
8.044760199962184,[nan nan]
8.170499499887228,[nan nan]
8.30091440002434,"(212.97248458862305, -172.78229522705078)",-65.23063566812874
8.446387100033462,[nan nan]
8.5815856999252,[nan nan]
8.711279100039974,"(213.04558181762695, -173.00786781311035)",-65.06664965634592
8.84623959986493,"(213.2276782989502, -172.95429801940918)",-65.05678686318441
8.981536899926141,"(212.60913562774658, -172.82125854492188)",-65.14785377538819
9.127405300037935,"(213.4105749130249, -173.0400905609131)",-64.90364719180356
9.259105199947953,"(213.10655689239502, -172.81591987609863)",-65.10228958343504
9.402422599960119,"(213.15926361083984, -172.9276180267334)",-65.01447384127619
9.53005709988065,[nan nan]
9.680551300058141,[nan nan]
9.831748999888077,"(213.01237201690674, -172.94285774230957)",-65.1050763006164
9.968017499893904,"(212.81505012512207, -172.8194122314453)",-65.07871860060932
10.104590999893844,[nan nan]
10.226587099954486,[nan nan]
10.372062899870798,"(213.37694549560547, -172.95643615722656)",-64.97815089527006
10.51699859998189,"(213.13643836975098, -172.8828945159912)",-64.99450236814306
10.65502139995806,"(212.86170482635498, -172.8068027496338)",-65.08849943150078
10.807156400056556,[nan nan]
10.938992700073868,[nan nan]
11.07478869985789,"(213.03052520751953, -172.8516445159912)",-65.1875508348443
11.210284600034356,"(213.16407775878906, -172.93098258972168)",-64.99712516078435
11.344705099938437,[nan nan]
11.476756199961528,"(212.40617752075195, -172.87043571472168)",-65.2094620817017
11.60365579999052,"(213.13551139831543, -172.9314422607422)",-65.0123974637685
11.747747699962929,[nan nan]
11.883649899857119,"(212.51082515716553, -172.77186965942383)",-65.22804702643332
12.02860079985112,[nan nan]
12.17295669997111,"(213.28143501281738, -172.82621002197266)",-64.95351440293382
12.311213299864903,[nan nan]
12.447909199865535,[nan nan]
12.573614299995825,"(212.87746143341064, -172.80548095703125)",-65.13382456683298
12.727860299870372,"(213.51797485351562, -173.05942153930664)",-64.88140809586599
12.873075400013477,[nan nan]
13.021863899892196,[nan nan]
13.15598369995132,"(212.5924587249756, -172.76165771484375)",-65.21868283708122
13.291440000059083,"(212.90866374969482, -172.86089515686035)",-65.08998841273984
13.427932099904865,[nan nan]
13.566359299933538,[nan nan]
13.720618000021204,"(213.034086227417, -172.84577178955078)",-65.0449228245961
13.858728899853304,[nan nan]
14.011628200067207,[nan nan]
14.156041899928823,"(213.1559352874756, -172.8910427093506)",-65.01078553912437
14.288854700047523,[nan nan]
14.421762600075454,"(212.69371891021729, -172.68171882629395)",-65.16042815365019
14.553908800007775,"(212.7814245223999, -172.80601119995117)",-65.13916577476394
14.697569999843836,[nan nan]
14.832808600040153,"(213.11709308624268, -172.8676815032959)",-65.0948036961047
14.962600399972871,[nan nan]
15.099301399895921,[nan nan]
15.22852039989084,"(213.21811199188232, -173.0798511505127)",-65.02975980463867
15.36546520004049,"(213.000958442688, -172.85301208496094)",-65.13986245405928
15.496136100031435,[nan nan]
15.638272899901494,"(213.20966815948486, -172.9596347808838)",-64.93406202417762
15.772187599912286,"(213.36872959136963, -172.50990295410156)",-64.85763220736519
15.91108400002122,"(217.4356336593628, -161.14453315734863)",-64.32980201849577
16.06265449989587,[nan nan]
16.19471579999663,[nan nan]
16.32532939990051,[nan nan]
16.455254399916157,"(235.01899814605713, -115.52176094055176)",-62.53089411565448
16.59214510000311,[nan nan]
16.72901050001383,"(244.70235633850098, -94.11245155334473)",-61.64415797646841
16.88235309999436,[nan nan]
17.01930799987167,"(256.3719472885132, -68.1733627319336)",-60.757756516551666
17.16785899992101,"(262.60083770751953, -55.018035888671875)",-60.61092110977473
17.304296700051054,[nan nan]
17.432634599972516,"(275.589807510376, -33.73959159851074)",-59.78799259781491
17.569662099936977,"(283.0342016220093, -20.22781753540039)",-60.04898778637944
17.71424699993804,"(288.7386312484741, -6.133525848388672)",-60.65873926415399
17.843696099938825,[nan nan]
17.98303940007463,[nan nan]
18.116738100070506,"(309.4389181137085, 31.197994232177734)",-60.3484232795928
18.266249499982223,"(318.1229248046875, 45.81779098510742)",-60.21731096828524
18.399554600007832,[nan nan]
18.552020699949935,"(330.20238304138184, 70.77083015441895)",-60.702110965383575
18.684779200004414,[nan nan]
18.827771899988875,"(345.957218170166, 101.07490158081055)",-61.094860503037644
18.966524499934167,"(354.54358959198, 115.61178016662598)",-60.55774808708618
19.106205199845135,[nan nan]
19.231790899997577,"(362.432240486145, 134.4639024734497)",-61.30437655582779
19.366288600023836,"(368.4020051956177, 143.33277869224548)",-61.052083028265855
19.498391899978742,"(372.5332736968994, 152.94875717163086)",-61.32664297252203
19.62622920004651,"(375.47777366638184, 159.4417953491211)",-61.48043151187404
19.770800600061193,[nan nan]
19.910176699981093,[nan nan]
20.048927699914202,[nan nan]
20.180855199927464,"(386.6194095611572, 179.10554885864258)",-61.52018321284351
20.324183200020343,[nan nan]
20.44182699988596,[nan nan]
20.559908699942753,"(392.50227546691895, 193.22342109680176)",-62.550578720842466
20.69185970001854,"(396.0228519439697, 198.84556770324707)",-62.72596431835005
20.832782899960876,"(398.71737003326416, 202.29746627807617)",-62.88982738672782
20.961109400028363,"(402.06301403045654, 207.7318172454834)",-63.2078000133486
21.098624099977314,"(404.7619400024414, 213.91734886169434)",-63.70515389814142
21.223248000023887,"(407.36570739746094, 219.58520698547363)",-64.09704283196007
21.361497499980032,"(409.03768253326416, 223.33122444152832)",-64.47460202890004
21.49279240006581,[nan nan]
21.63480330002494,[nan nan]
21.768948199925944,"(416.8622169494629, 238.8065357208252)",-65.3356498266177
21.91332080005668,"(420.16834354400635, 244.89068794250488)",-65.74690234673334
22.04701119987294,"(422.9850845336914, 250.2117404937744)",-65.96518836241776
22.179369299905375,"(424.90850257873535, 254.51494026184082)",-66.20569298347226
22.318887199973688,"(428.0421667098999, 260.7827262878418)",-66.52837844062034
22.456256299978122,"(431.15280055999756, 267.5414848327637)",-66.99256492680358
22.59495579986833,"(434.2244806289673, 274.61778259277344)",-67.45696997904025
22.723248000023887,"(436.47668075561523, 279.82033920288086)",-67.55216915569189
22.87327770004049,[nan nan]
23.00625399989076,"(442.77519702911377, 295.54940032958984)",-68.56557798322503
23.144338299985975,"(446.84175968170166, 305.0009880065918)",-68.93922348177057
23.293816199991852,[nan nan]
23.43045339989476,"(452.73358631134033, 320.61672592163086)",-69.66547066602885
23.576325200032443,[nan nan]
23.71143399993889,"(460.56146144866943, 340.9469356536865)",-70.6086105073809
23.846165399998426,"(463.7412967681885, 352.0955219268799)",-71.0366584626656
23.984553499845788,"(468.08194637298584, 362.7505931854248)",-71.09515903290675
24.118095600046217,"(469.89441776275635, 369.86224937438965)",-71.72833122934527
24.251402499852702,"(474.0023994445801, 379.8976020812988)",-71.92694630022008
24.387888399884105,"(477.64411640167236, 391.0929470062256)",-72.11162778518805
24.53262860001996,"(480.6815872192383, 399.03095626831055)",-72.35623051974454
24.669055399950594,[nan nan]
24.80758520006202,"(488.26811504364014, 422.43699073791504)",-73.10814555490374
24.954412499908358,"(490.76405143737793, 434.65481758117676)",-73.70858065465039
25.083985999925062,"(495.1656427383423, 446.57201385498047)",-73.41600950155289
25.22576539986767,"(497.1682291030884, 454.78758239746094)",-73.62458298823758
25.361538300057873,"(499.7259645462036, 466.82114028930664)",-73.86508760929206
25.511399700073525,"(503.6087884902954, 478.9621353149414)",-73.56281758757315
25.65079089999199,"(506.95843982696533, 491.9523983001709)",-73.37216651727059
25.786219700006768,"(511.13610076904297, 505.44916343688965)",-72.89662142649762
25.921671699965373,"(513.4860887527466, 519.0274085998535)",-72.29975851568689
26.06462419987656,"(515.3513021469116, 528.560359954834)",-71.82564093445045
26.209567999932915,"(518.2780561447144, 542.194787979126)",-71.38533278960557
26.349034399958327,"(522.8142414093018, 555.2382488250732)",-70.33581958211975
26.492420899914578,[nan nan]
26.626460700063035,"(530.2261323928833, 581.9476585388184)",-68.78535298014852
26.76002509985119,"(532.6132888793945, 590.3630542755127)",-68.4436795971078
26.890882999869063,"(536.9192562103271, 604.0469875335693)",-67.6702426358739
27.027425699867308,"(540.7056140899658, 617.4842681884766)",-66.95713673557871
27.175922699971125,"(543.8434734344482, 626.4676494598389)",-66.6049175404595
27.316949599888176,[nan nan]
27.46063739992678,"(552.8371505737305, 653.380485534668)",-64.970555724913
27.597792600048706,"(558.5123157501221, 667.6208419799805)",-63.79617299902101
27.748026699991897,"(564.6146335601807, 681.9542579650879)",-62.91690225659776
27.891407900024205,"(569.5745182037354, 695.8754596710205)",-62.11616502925131
28.021596800070256,"(576.7134304046631, 709.8821182250977)",-60.77683323490351
28.168108500074595,[nan nan]
28.307586000068113,"(587.123176574707, 731.4987163543701)",-59.40770132520694
28.448675299994648,"(593.1399059295654, 744.3779430389404)",-58.50101420345526
28.582385399844497,"(598.1375255584717, 757.3258056640625)",-57.94488654085448
28.72677919990383,[nan nan]
28.872060999972746,"(612.005464553833, 781.9341049194336)",-56.46448401938924
29.004852500045672,[nan nan]
29.1384737000335,"(623.1949882507324, 800.8508472442627)",-54.937182003988106
29.28273079986684,"(630.3984661102295, 812.0556545257568)",-54.05396682731917
29.424685299862176,"(636.0260982513428, 823.995943069458)",-53.521574072084185
29.5508969000075,[nan nan]
29.700385899981484,"(647.6224594116211, 842.6002807617188)",-52.36563285695123
29.84706819988787,"(655.0138416290283, 853.6354236602783)",-51.661631598819675
29.979352500056848,"(662.9939785003662, 863.9695110321045)",-50.65825973427188
30.115554000018165,"(670.3361339569092, 875.0554313659668)",-49.749458668972075
30.262417699908838,"(675.0697746276855, 881.6327781677246)",-49.26480893603548
30.39713909989223,[nan nan]
30.550306299934164,[nan nan]
30.690219499869272,"(695.8976497650146, 910.3978061676025)",-47.01932277469126
30.846684699878097,"(702.752368927002, 919.7520866394043)",-46.27729443835566
30.986768200062215,"(709.9695892333984, 928.533166885376)",-45.341596088104346
31.124384499853477,"(716.5559024810791, 937.6757259368896)",-44.73057419514418
31.26162220002152,"(724.7326393127441, 946.3425960540771)",-43.643925249141
31.388381799915805,"(729.6672611236572, 952.3773498535156)",-43.04079563976678
31.529265200020745,"(737.0210819244385, 961.1268653869629)",-42.06653062636699
31.665340800071135,"(744.9154453277588, 969.8980541229248)",-40.801989403430824
31.820144400000572,"(749.6282215118408, 976.0232982635498)",-40.23586917407432
31.960351000074297,"(760.4943466186523, 986.5611228942871)",-38.45752697082395
32.08932209992781,"(764.4454231262207, 992.976240158081)",-38.20490217908727
32.23982589994557,"(772.9516067504883, 999.6783294677734)",-37.02112794308651
32.38648570002988,"(780.4121856689453, 1006.681245803833)",-35.98691777443611
32.522724699927494,"(788.7238674163818, 1013.1835346221924)",-34.79975234951244
32.65729280002415,"(795.7623043060303, 1020.5583343505859)",-34.09266726097062
32.80328839994036,"(801.0417423248291, 1024.932123184204)",-33.65541562577933
32.95152830006555,"(808.017499923706, 1031.132495880127)",-32.88174302301906
33.096055399859324,"(815.9587440490723, 1036.296962738037)",-31.60091862910159
33.24273810000159,"(823.7644138336182, 1042.5279655456543)",-30.825893648885657
33.38873369991779,"(830.8635883331299, 1048.3508281707764)",-30.079101255603973
33.521662699989974,"(837.6280555725098, 1054.2569646835327)",-29.411600528396967
33.654047099873424,"(846.4148101806641, 1060.2690858840942)",-28.468609243659376
33.794994099996984,"(852.5639705657959, 1063.39896774292)",-27.55295066843288
33.93486450007185,"(859.8707885742188, 1069.6869592666626)",-26.929873491587635
34.0798669999931,"(867.9553966522217, 1075.1603727340698)",-26.026189945523466
34.2182847999502,"(875.6704120635986, 1080.1484851837158)",-25.132043051087926
34.35063280002214,"(884.6772289276123, 1083.8746662139893)",-23.827348853568555
34.49481269996613,"(889.8263854980469, 1088.0814847946167)",-23.637502038040758
34.6489820999559,"(898.1286449432373, 1092.7698993682861)",-22.533844213456955
34.82003659987822,"(906.8690185546875, 1097.052318572998)",-21.502024611016054
34.97021679999307,"(918.7015113830566, 1104.054214477539)",-20.34487274485271
35.11799719999544,"(927.4786186218262, 1108.2621774673462)",-19.47400825775045
35.265363399870694,"(936.7229804992676, 1112.5089273452759)",-18.35640830952336
35.43172960006632,"(946.5334510803223, 1117.9732236862183)",-17.48274515240869
35.58153990004212,"(957.1795921325684, 1120.8869161605835)",-15.968362439822632
35.731521900044754,"(967.6887073516846, 1125.8758935928345)",-15.16678680675557
35.88969870004803,"(978.4072151184082, 1129.530080318451)",-13.77042122529087
36.047035600058734,"(987.4227352142334, 1133.4074096679688)",-12.988992088954404
36.19934689998627,"(997.410924911499, 1137.0846872329712)",-12.013306396207254
36.35914819990285,"(1007.627119064331, 1140.0637431144714)",-10.982232991933175
36.51427150005475,"(1021.3195743560791, 1144.1667757034302)",-9.701101239503055
36.673002099851146,"(1030.361068725586, 1147.8599100112915)",-8.929441835000647
36.8273138999939,"(1041.2948589324951, 1148.95978307724)",-7.391253351836156
36.976396299898624,"(1050.9820461273193, 1152.4625544548035)",-6.635505726778939
37.13259439985268,"(1060.4185733795166, 1154.4654173851013)",-5.636801869642022
37.2794512999244,"(1070.2144317626953, 1155.8643970489502)",-4.4630031249240645
37.429760499857366,"(1079.257755279541, 1157.045971274376)",-3.420911985188522
37.591752300038934,"(1088.1235618591309, 1158.360983133316)",-2.4451048431401916
37.73464739997871,"(1097.1628875732422, 1159.8843746185303)",-1.5354702813182368
37.88631869992241,"(1106.3409690856934, 1162.2957245707512)",-0.9249056908673396
38.02321929996833,"(1115.4463424682617, 1161.2316761910915)",0.42774249108232615
38.169800699921325,"(1123.4728927612305, 1163.760908126831)",1.0048714112357333
38.30391209991649,"(1132.287712097168, 1164.3597465753555)",1.9143372460408477
38.4325776998885,"(1138.8927478790283, 1164.864702820778)",2.454082273030527
38.59046550001949,"(1147.0148811340332, 1165.9320305585861)",3.23303098348122
38.722715500043705,"(1155.0822372436523, 1167.6751816272736)",3.9984098155983894
38.859329799888656,"(1164.14359664917, 1167.746426820755)",5.374692933355959
38.99738279986195,"(1172.6115760803223, 1168.1729774475098)",6.409607038377699
39.131504399934784,"(1180.9881839752197, 1168.1183834075928)",7.695360694441804
39.28625730006024,"(1186.744981765747, 1169.2276525497437)",8.270690580120426
39.43072559987195,"(1195.3686504364014, 1169.9701933860779)",9.6746240111855
39.56306069996208,"(1204.4468059539795, 1168.811466217041)",11.700361642589256
39.70388219994493,"(1212.6857147216797, 1169.2815251350403)",12.987748140751817
39.83836519997567,"(1221.501142501831, 1167.76220703125)",15.045518505589285
39.98186860000715,"(1227.8089904785156, 1166.9356260299683)",16.747979014708108
40.11515159998089,"(1238.0203762054443, 1166.4413928985596)",18.648470613527692
40.26522139995359,"(1246.8472805023193, 1165.7815952301025)",20.716105479073953
40.395263500045985,"(1256.4474697113037, 1163.4293727874756)",23.091611121458538
40.532649300061166,"(1266.1440715789795, 1162.0961866378784)",25.33208563149926
40.66972910007462,"(1271.7588157653809, 1159.3255910873413)",27.333732331926736
40.81554270000197,"(1280.9337749481201, 1156.7716445922852)",30.021440798630724
40.96730490005575,"(1290.5120429992676, 1156.1487522125244)",31.701861994845206
41.1019502999261,"(1299.450870513916, 1152.4770965576172)",34.360383355678444
41.23882430000231,"(1309.1825313568115, 1150.4987411499023)",36.61096825323808
41.381575600011274,"(1318.5952892303467, 1146.7645320892334)",39.25465102809946
41.52268170006573,"(1324.1708984375, 1143.4635257720947)",41.349442725785686
41.67156679998152,"(1333.5741729736328, 1140.2402534484863)",43.428009309098556
41.83053439995274,"(1343.5632705688477, 1136.804437637329)",45.4190709238598
41.969063699943945,"(1350.7779808044434, 1129.2638702392578)",48.88495479553439
42.137063999893144,"(1359.3001880645752, 1124.1106510162354)",51.39341690030244
42.286310999887064,"(1367.6810913085938, 1118.2078666687012)",53.73204976645272
42.434307100018486,"(1374.8565769195557, 1111.2706871032715)",56.60895618071335
42.5826874000486,"(1382.0479183197021, 1104.4343395233154)",59.241174483052866
42.74174929992296,"(1386.993618965149, 1096.7344703674316)",62.270028700684186
42.90605519991368,[nan nan]
43.05087010003626,"(1402.6901483535767, 1081.2800521850586)",67.20150724370343
43.197397199925035,"(1407.2979097366333, 1072.8426303863525)",70.10342922579925
43.335626899963245,"(1414.0912141799927, 1066.123773574829)",72.01758291050615
43.48197099985555,"(1416.120948791504, 1057.0855770111084)",75.23978612316219
43.62770239985548,"(1418.3804459571838, 1051.2672309875488)",77.1138944087653
43.76417239988223,"(1424.0238466262817, 1043.0732250213623)",79.0414899057588
43.90415409998968,"(1428.9123430252075, 1034.9780578613281)",81.04646461585936
44.04692799993791,"(1431.1672840118408, 1025.686508178711)",83.7154156755552
44.1916079998482,"(1435.0036239624023, 1017.0538272857666)",85.83177711064033
44.33307359996252,"(1436.289950966835, 1007.2427940368652)",88.74794003715562
44.47233149991371,"(1440.2634230852127, 1002.009973526001)",89.255279658515
44.606488700024784,"(1439.168413758278, 992.9000415802002)",92.3783904866925
44.74629529984668,"(1441.732372045517, 984.349723815918)",94.00820339625177
44.88804650004022,"(1442.0644249916077, 975.2496929168701)",96.12061015180747
45.034056399948895,"(1442.463933467865, 966.3663082122803)",98.18506897938967
45.16757519985549,"(1441.6896023750305, 957.0672931671143)",99.9759240891995
45.29556540003978,"(1442.1578993797302, 951.0320491790771)",100.51136993899348
45.44526219996624,"(1441.3748083114624, 941.9029197692871)",101.33405939433234
45.60549740004353,"(1438.9493622779846, 932.3123378753662)",103.03104721437869
45.74190719984472,[nan nan]
45.88552999985404,[nan nan]
46.01919690007344,[nan nan]
46.16038469993509,[nan nan]
46.301577599952,[nan nan]
46.44693149998784,[nan nan]
46.587990399915725,[nan nan]
46.7352654999122,[nan nan]
46.86667809984647,[nan nan]
47.01245480007492,[nan nan]
47.15434610005468,[nan nan]
47.29809429985471,[nan nan]
47.43480779998936,[nan nan]
47.57668139995076,"(1400.9989671707153, 789.002815246582)",105.20841589913037
47.72449659998529,"(1395.8968200683594, 777.4843406677246)",104.97972750534001
47.859565699938685,"(1390.8770961761475, 769.2273044586182)",105.18356767092988
48.01032259990461,"(1388.1279211044312, 757.2451934814453)",104.74435918654137
48.15585049986839,"(1384.1951613426208, 744.6760597229004)",104.32989647751583
48.289433300029486,"(1379.7375893592834, 732.3919811248779)",104.06095777894657
48.42474409984425,"(1376.873881816864, 721.0443801879883)",103.59679178333086
48.5616251998581,"(1372.0487942695618, 708.9576263427734)",103.95618950726775
48.714517700020224,"(1371.0750069618225, 701.3270797729492)",103.42831150707414
48.86511019989848,"(1367.9611015319824, 689.8320007324219)",102.66195062182038
49.00331959989853,"(1361.5166025161743, 677.449275970459)",103.37350606917397
49.14916060003452,"(1358.927390575409, 665.026237487793)",102.94836777447568
49.2907270998694,"(1357.315857887268, 653.2122268676758)",102.59752827756881
49.427690299926326,"(1352.5342111587524, 641.3093204498291)",102.78712066855003
49.57220769999549,"(1351.1605367660522, 633.2705821990967)",102.20479923048225
49.70286770001985,"(1346.7835249900818, 618.3143348693848)",102.60011691926425
49.843785299919546,"(1343.3470497131348, 611.5563526153564)",103.13013959885724
49.973056899849325,"(1341.0304856300354, 600.2673072814941)",103.03389540326259
50.10750659997575,"(1338.1794714927673, 589.49049949646)",103.19818877355807
50.25626010005362,"(1336.5230860710144, 582.9039363861084)",103.20906243471674
50.3980938999448,"(1333.657874584198, 573.2562656402588)",103.35808350202808
50.5453550000675,"(1330.5760865211487, 563.8107318878174)",103.90428006957565
50.69456740003079,"(1329.5955953598022, 553.8916931152344)",103.89249116306821
50.85395050002262,"(1327.5720047950745, 544.5731334686279)",103.89902765410392
50.99131099996157,"(1323.5695838928223, 535.2266368865967)",104.62170947961545
51.131749500054866,"(1321.723834991455, 525.9261341094971)",104.72539175121625
51.26672749989666,"(1319.6135425567627, 516.3058414459229)",105.01228701711347
51.41752539994195,"(1317.0444374084473, 506.6210403442383)",105.30517918910195
51.563624300062656,"(1313.5789184570312, 497.6963710784912)",105.77702914753394
51.71268370002508,"(1311.5449676513672, 492.00421714782715)",106.0965317365288
51.84942919993773,"(1309.6928567886353, 483.2615146636963)",106.37264213372656
51.982902199961245,"(1307.6780042648315, 474.9499797821045)",106.44480308230774
52.115268300054595,"(1304.7971096038818, 466.7454261779785)",106.99623157475956
52.25471809995361,"(1302.1675853729248, 459.2903461456299)",107.46645594816908
52.39740399993025,"(1300.642704963684, 454.2783546447754)",107.84081861657748
52.54065330000594,"(1298.609850883484, 447.05269622802734)",108.52842059051184
52.675770399859175,"(1295.9696416854858, 439.9616165161133)",109.0417980990975
52.81770389992744,"(1294.2084798812866, 433.0128002166748)",109.53728051205773
52.96838360000402,"(1292.9922542572021, 426.57201194763184)",109.989616620031
53.10503780003637,"(1291.9165153503418, 419.7885398864746)",110.30994566191544
53.25090750004165,"(1287.8572969436646, 416.0298767089844)",111.69809964845048
53.392287799855694,"(1286.8629665374756, 407.0668411254883)",112.15062700172051
53.5364041000139,"(1284.249912261963, 404.0399703979492)",112.84231342877852
53.6787918000482,"(1283.9267511367798, 399.0197238922119)",112.70953455131348
53.819328600075096,"(1283.041706085205, 394.3500061035156)",112.92300528363306
53.97811620007269,"(1280.7194900512695, 389.2720603942871)",113.8846412772575
54.112881999928504,"(1279.0139799118042, 383.9583511352539)",114.0778126873638
54.244828099850565,"(1276.8945026397705, 379.1123504638672)",114.50857222774899
54.389639700064436,"(1274.3697957992554, 376.72692108154297)",115.34701892950308
54.544122099876404,"(1273.6972637176514, 371.7253131866455)",115.17481620014871
54.73123889998533,"(1270.1351861953735, 367.6507148742676)",116.23644616322214
54.88791979989037,"(1268.0613403320312, 359.1489715576172)",116.6963911019308
55.02361520007253,"(1264.9384298324585, 353.44059562683105)",117.29194261642088
55.15970389987342,[nan nan]
55.30514710000716,"(1259.8808145523071, 341.34222412109375)",117.87435284694787
55.437789799878374,"(1256.9964361190796, 335.30348014831543)",118.37863937374826
55.57235000003129,[nan nan]
55.69924569991417,[nan nan]
55.83119279984385,[nan nan]
55.97987929987721,"(1246.3544464111328, 314.58862495422363)",118.73118641794764
56.11468019988388,[nan nan]
56.25023810006678,[nan nan]
56.397187599912286,[nan nan]
56.541550799971446,"(1230.9449138641357, 290.9406223297119)",120.31635038090253
56.69293119991198,"(1229.170298576355, 284.3113765716553)",119.54408821220588
56.83984580007382,"(1223.6909036636353, 274.83268547058105)",119.9788024321205
56.97619539988227,[nan nan]
57.1355558000505,"(1214.886266708374, 262.3610210418701)",120.49848420531009
57.272104899864644,"(1210.033525466919, 255.5333423614502)",120.89335110160687
57.40633530006744,"(1206.8621253967285, 247.16906929016113)",120.79621215123095
57.553975800052285,"(1201.0904808044434, 240.10579872131348)",121.24152682473743
57.69222839991562,[nan nan]
57.83076659985818,"(1192.9441413879395, 228.2724895477295)",121.86571049222823
57.97178869997151,"(1190.1860160827637, 220.62895393371582)",121.369907060377
58.11753010004759,"(1184.0221920013428, 213.87832832336426)",122.28691459796457
