timeStamp,robotRealCenCoords,robotHeading
0.0,"(2307.6989212036133, 1110.9682369232178)",78.92008329326183
17.90286080003716,"(-47.47043228149414, 1814.0904636383057)",33.648482983771764
18.004089100053534,[nan nan]
18.107831000117585,[nan nan]
18.21108250017278,[nan nan]
18.310917100170627,"(-8.248563766479492, 1785.7822132110596)",32.971747840806906
18.407779300119728,"(0.9852981567382812, 1779.6513118743896)",32.82427381134257
18.508552900049835,"(10.215463638305664, 1773.0279808044434)",32.78377420465898
18.6138039000798,"(15.440847396850586, 1770.2478504180908)",32.41453417812809
18.712656600167975,"(29.32185173034668, 1760.8852729797363)",32.24615635470894
18.821306500118226,"(38.08776664733887, 1753.8969631195068)",32.265294544763314
18.919026999967173,"(47.304325103759766, 1747.0631732940674)",32.36700630678856
19.025619799969718,"(54.53426170349121, 1743.528865814209)",31.754905243939525
19.12606260017492,"(60.213762283325195, 1739.599708557129)",31.776895037972384
19.226439299993217,"(66.17581939697266, 1736.8275527954102)",31.47643843147811
19.32758940011263,"(71.20900344848633, 1732.8424377441406)",31.517918170307595
19.42774479999207,"(76.56956481933594, 1729.4591026306152)",31.52039069878714
19.537301999982446,"(81.6725959777832, 1725.444953918457)",31.68123482355177
19.63590049999766,"(86.2021713256836, 1722.4150714874268)",31.735278695359494
19.752485499950126,"(88.29345703125, 1720.6289710998535)",32.037360886876236
19.855771800037473,"(90.90457916259766, 1719.6568984985352)",32.046346000729386
19.952793900156394,"(92.04525947570801, 1720.1390762329102)",31.859332006159853
20.048605900024995,"(94.67071723937988, 1719.1980476379395)",32.09993908005189
20.155090300133452,"(95.43185806274414, 1716.5282192230225)",32.904125552929194
20.26159010012634,"(97.0530834197998, 1715.7733001708984)",33.07920037682955
20.35847120010294,"(99.33406257629395, 1715.1347007751465)",33.14242060778718
20.457782699959353,"(101.628173828125, 1715.5496253967285)",32.82770939649509
20.573321300093085,"(102.58510780334473, 1713.0616703033447)",33.46577200837934
20.666789000155404,"(104.72763252258301, 1711.7394275665283)",33.67998040112928
20.779864700045437,"(106.78386306762695, 1711.1904792785645)",33.65681581455918
20.88244740013033,"(109.01745414733887, 1710.9940357208252)",33.59944905572024
20.981003200169653,"(110.63667297363281, 1709.3283596038818)",34.061436220990736
21.080064400099218,"(112.61288452148438, 1707.1624431610107)",34.6062701657989
21.180817099986598,"(115.04014778137207, 1705.9105243682861)",34.920574980835376
21.280452500097454,"(116.45167255401611, 1703.7122783660889)",35.53045281710957
21.39260210003704,"(118.12863636016846, 1702.887825012207)",35.38903716543904
21.497688400093466,"(122.70779609680176, 1703.5228176116943)",34.94649213364099
21.595530800055712,"(123.03611898422241, 1700.2464694976807)",36.07638642237411
21.700854200171307,"(126.70766854286194, 1700.90407371521)",35.78399626928962
21.810003299964592,"(131.21644687652588, 1697.2609958648682)",37.4385412938335
21.915961400140077,"(135.34374237060547, 1696.402976989746)",37.846112341986505
22.01506350003183,"(138.42063236236572, 1693.9652366638184)",38.72087857465213
22.11409020004794,"(141.5370101928711, 1691.322790145874)",39.87805605402486
22.218558500055224,"(145.88180351257324, 1691.3387832641602)",39.74881862964447
22.31748460000381,"(147.27425003051758, 1688.1368560791016)",40.68837945187142
22.418179800035432,"(149.88512229919434, 1687.5412921905518)",40.744660210632325
22.528998699970543,"(151.74767303466797, 1685.095453262329)",41.4584969411687
22.622936600120738,"(154.3667335510254, 1683.7737369537354)",41.979869186177865
22.724147400120273,"(156.1579360961914, 1681.8041591644287)",42.566838567975836
22.8328090000432,"(158.81180572509766, 1680.3942413330078)",43.0559381691567
22.9415059001185,"(162.12488746643066, 1679.1266555786133)",43.52461208962463
23.045872300164774,"(165.23636054992676, 1676.432487487793)",44.38600822698996
23.166772000025958,"(170.97100639343262, 1673.6241092681885)",45.03804882101064
23.2687820000574,"(172.68875885009766, 1670.1991729736328)",45.851459464362044
23.373504100134596,"(174.3894920349121, 1667.4597148895264)",46.80716343869232
23.482239700155333,"(179.0160789489746, 1667.1113929748535)",46.749687396826666
23.617021300131455,"(180.7717456817627, 1664.2506294250488)",47.56673170081652
23.717655500164255,"(183.9567165374756, 1660.8627662658691)",48.42735261171104
23.82585579995066,"(186.90001106262207, 1658.9391384124756)",48.95136130973984
23.925305500160903,"(190.10043907165527, 1657.355525970459)",49.18267249617149
24.021500900154933,"(192.20065307617188, 1655.833776473999)",49.369693320930196
24.130171700147912,"(194.5196475982666, 1652.8570652008057)",50.16180060426033
24.23817120003514,"(195.697904586792, 1649.3033256530762)",51.47402337779235
24.342277399962768,"(198.33205032348633, 1647.3133163452148)",51.7478593219965
24.44698670017533,"(202.61310386657715, 1644.5534858703613)",52.27336724654811
24.548170699970797,"(205.57301139831543, 1642.5635395050049)",52.67753344539986
24.650497100083157,"(208.23076057434082, 1640.5229034423828)",53.15840949882003
24.7554206000641,"(210.2066192626953, 1637.6879768371582)",53.75650867387053
24.853486800100654,"(212.59538078308105, 1634.8591690063477)",54.55553493882989
24.95368369994685,"(215.88068008422852, 1631.3907432556152)",55.55432374644461
25.061018200125545,"(218.72597694396973, 1627.9308414459229)",56.30091806424036
25.161093200091273,"(222.07077026367188, 1624.6120700836182)",57.014263021156495
25.26489680004306,"(225.1394214630127, 1621.6695537567139)",57.71714071316958
25.372322800103575,"(227.69120979309082, 1618.5731410980225)",58.252087959154146
25.470668600173667,"(229.5128116607666, 1615.602066040039)",58.689110783008246
25.573724300134927,"(231.62042808532715, 1613.0447998046875)",59.26870697559718
25.674698899965733,"(234.1478385925293, 1610.5015506744385)",59.761095312863404
25.7795688000042,"(235.82788562774658, 1607.8600158691406)",60.403932226977496
25.885654400102794,"(237.76583290100098, 1605.0527687072754)",60.97342656978399
25.990016299998388,"(239.39677143096924, 1602.2130851745605)",61.537422610308624
26.09028450003825,"(243.08838748931885, 1598.5134677886963)",62.1139588781494
26.196065000025555,"(245.39013767242432, 1594.716417312622)",63.05754951198666
26.29407269996591,"(248.44008541107178, 1590.7415866851807)",63.935515688278436
26.40602650004439,"(251.13391399383545, 1587.287498474121)",64.51688089986241
26.51267690001987,"(252.891282081604, 1582.9647464752197)",65.35571009221002
26.6175852001179,"(255.81175994873047, 1579.0337829589844)",66.26619479914022
26.719707400072366,"(258.48332023620605, 1575.3230609893799)",66.97566703879697
26.825350400060415,"(261.4152774810791, 1571.444585800171)",67.42126175005943
26.932147900108248,"(263.3369359970093, 1568.2458477020264)",68.1536834253274
27.036722999997437,"(265.8054656982422, 1562.4324684143066)",69.28628588406643
27.147636800073087,"(268.2365884780884, 1559.1951904296875)",69.7435397282421
27.25091870012693,"(269.2377939224243, 1555.5016994476318)",70.7134060998164
27.353341200156137,"(272.4457311630249, 1552.287769317627)",71.13385205455488
27.45009550009854,"(273.68406677246094, 1548.2722358703613)",71.9020912418304
27.55016340012662,"(275.28893184661865, 1544.1149616241455)",72.85593398961186
27.658802800113335,"(277.3183469772339, 1539.6673431396484)",73.83246662581608
27.768930200021714,"(279.55869483947754, 1535.7185649871826)",74.41334689396899
27.88259300007485,"(282.06615829467773, 1532.1036930084229)",74.80735318643035
27.98926099995151,"(283.10986137390137, 1526.2624950408936)",76.21861370292756
28.090304099954665,"(284.5680832862854, 1522.8153247833252)",76.71346090829498
28.18754930002615,"(285.9692883491516, 1519.9091892242432)",76.8942355250577
28.29124190006405,"(286.535795211792, 1516.7969951629639)",77.80566962828254
28.395652800099924,"(288.1488080024719, 1514.3697776794434)",78.06707462819728
28.50114950002171,"(290.20374870300293, 1511.483413696289)",78.10436063087637
28.60535450000316,"(290.38537883758545, 1508.2533740997314)",79.0229049610272
28.70389140001498,"(291.05853843688965, 1505.1844463348389)",79.45072068988011
28.81253770017065,"(292.18426513671875, 1502.1671314239502)",80.04507009107628
28.915576400002465,"(293.4695415496826, 1499.4515438079834)",80.49012521739431
29.024208400165662,"(294.6134686470032, 1496.4684219360352)",81.02150027444297
29.12032930017449,"(295.96116828918457, 1492.4099216461182)",81.77564878146076
29.219986699987203,"(296.46080017089844, 1489.3383331298828)",82.40277626048382
29.340281600132585,"(297.56147623062134, 1487.2463645935059)",82.24937021172533
29.4445599000901,"(299.2419331073761, 1483.507625579834)",82.93553784593398
29.545928200008348,"(298.91614747047424, 1480.2525062561035)",83.72034707213595
29.645925299962983,"(299.86055755615234, 1477.7550201416016)",83.93226735151394
29.74603720009327,"(299.9362494945526, 1474.7515659332275)",84.75941692038083
29.8642996000126,"(300.65761852264404, 1471.8856372833252)",85.2777804670606
29.974773100111634,"(301.17005252838135, 1469.284818649292)",85.70834193195986
30.07677930011414,"(303.73632645606995, 1464.9590950012207)",86.07526652436212
30.174324800027534,"(302.4778907299042, 1463.0681972503662)",86.77273129145797
30.271048299968243,"(304.14857041835785, 1458.3139953613281)",87.23019004130875
30.381116200005636,"(304.3755304813385, 1455.1540184020996)",87.88054699369901
30.489495699992403,"(304.8857724070549, 1452.0809497833252)",88.33379834702107
30.588347499957308,"(305.71424865722656, 1449.1963424682617)",88.88444819790749
30.684917700011283,"(306.2889659702778, 1446.368616104126)",89.22239912785055
30.782351500121877,"(307.35132920742035, 1443.6119747161865)",89.41090551875374
30.881685400148854,"(306.8728086575866, 1440.9313564300537)",90.13430451412813
30.985467500053346,"(309.34721080213785, 1438.324468612671)",89.87599358990741
31.08670540014282,"(307.36425989866257, 1435.4156436920166)",91.10092654584668
31.196575599955395,"(307.71811378002167, 1432.5653381347656)",91.61589548850895
31.29523090017028,"(308.3653916120529, 1429.2668266296387)",92.08747906956332
31.393376300111413,"(309.81918144226074, 1426.4717330932617)",92.15665522547721
31.49946149997413,"(309.6513923406601, 1423.185401916504)",92.85144255841841
31.606234499951825,"(310.0785199403763, 1418.831958770752)",93.34372161265792
31.72991400002502,"(309.4560127258301, 1415.713954925537)",94.28958669948878
31.830797099974006,"(310.414089679718, 1410.648941040039)",95.0699904536761
31.93071320001036,"(310.5828847885132, 1407.383129119873)",95.63927306061832
32.03115319996141,"(311.0354824066162, 1404.4878101348877)",96.04538244828895
32.127146900165826,"(310.64562606811523, 1401.3447093963623)",96.36552707506578
32.22794759995304,"(310.9847993850708, 1398.3018245697021)",96.83877722227763
32.33430860005319,[nan nan]
32.44946030015126,"(311.34091806411743, 1391.6427383422852)",97.71200324728541
32.54890529997647,[nan nan]
32.65286949998699,"(310.942467212677, 1385.6572818756104)",98.95162794012937
32.75326120015234,"(310.602135181427, 1382.1690940856934)",99.42782189887349
32.861948900157586,[nan nan]
32.96159310010262,[nan nan]
33.07194339996204,[nan nan]
33.17527540004812,[nan nan]
33.27258670004085,[nan nan]
33.37516749999486,[nan nan]
33.46734740003012,[nan nan]
33.57062500016764,[nan nan]
33.67148620006628,[nan nan]
33.77939589996822,[nan nan]
33.88589340006001,[nan nan]
33.9833251000382,[nan nan]
34.08246840001084,[nan nan]
34.18325350014493,[nan nan]
34.28840660001151,[nan nan]
34.38611209997907,[nan nan]
34.48406259994954,[nan nan]
34.57972349994816,[nan nan]
34.67776089999825,[nan nan]
34.780228700023144,[nan nan]
34.88921370008029,[nan nan]
34.993804400088266,[nan nan]
35.11705800006166,[nan nan]
35.22863860009238,[nan nan]
35.32909670006484,[nan nan]
35.42782500013709,[nan nan]
35.52880370011553,[nan nan]
35.63102740002796,[nan nan]
35.73163649998605,[nan nan]
35.83069880004041,[nan nan]
35.92859990010038,[nan nan]
36.03733179997653,[nan nan]
36.146273100050166,[nan nan]
36.24325529998168,[nan nan]
36.336721500149,[nan nan]
36.43446739995852,[nan nan]
36.529737000120804,[nan nan]
36.647275299998,[nan nan]
36.749587200116366,[nan nan]
36.84643970010802,[nan nan]
36.94864730001427,[nan nan]
37.048977700062096,[nan nan]
37.150337000144646,[nan nan]
37.25096009997651,[nan nan]
37.352934499969706,[nan nan]
37.45394879998639,[nan nan]
37.58680980000645,[nan nan]
37.690396200167015,[nan nan]
37.79234659997746,[nan nan]
37.888012800132856,[nan nan]
37.98857070016675,[nan nan]
38.08760390011594,[nan nan]
38.194466300075874,[nan nan]
38.30105100013316,[nan nan]
38.41203789995052,[nan nan]
38.51562640001066,[nan nan]
38.61337340017781,[nan nan]
38.713179300073534,[nan nan]
38.82353000016883,[nan nan]
38.93967969994992,[nan nan]
39.04362100013532,[nan nan]
39.1442428000737,[nan nan]
39.24757200013846,[nan nan]
39.350961999967694,[nan nan]
39.4522901000455,[nan nan]
39.559306600131094,[nan nan]
39.67156390007585,[nan nan]
39.770911999978125,[nan nan]
39.882727900054306,[nan nan]
39.986885600024834,[nan nan]
40.10026580002159,[nan nan]
40.20003639999777,[nan nan]
40.30388140003197,[nan nan]
40.40411080000922,[nan nan]
40.50547550013289,[nan nan]
40.60590080008842,[nan nan]
40.71229950012639,[nan nan]
40.824558899970725,[nan nan]
40.93487140000798,[nan nan]
41.04089880012907,[nan nan]
41.14020030014217,[nan nan]
41.24444500007667,[nan nan]
41.34210820007138,[nan nan]
41.44718970009126,[nan nan]
41.54736760002561,[nan nan]
41.65797960013151,[nan nan]
41.75906300009228,[nan nan]
41.859368100063875,[nan nan]
41.958507400006056,[nan nan]
42.05958570004441,[nan nan]
42.16092239995487,[nan nan]
42.27836979995482,[nan nan]
42.388127400074154,[nan nan]
42.48851489997469,[nan nan]
42.59070850000717,[nan nan]
42.70039859996177,[nan nan]
42.802463999949396,[nan nan]
42.903364800149575,[nan nan]
43.001677999971434,[nan nan]
43.10143469995819,[nan nan]
43.2119947001338,[nan nan]
43.31196780013852,[nan nan]
43.40717090014368,[nan nan]
43.510992700001225,[nan nan]
43.62089400016703,[nan nan]
43.72269710013643,[nan nan]
43.82532209996134,[nan nan]
43.92370100016706,[nan nan]
44.02110520005226,[nan nan]
44.12846500007436,[nan nan]
44.23172809998505,[nan nan]
44.345954100135714,[nan nan]
44.4470500999596,[nan nan]
44.55309380008839,[nan nan]
44.660177800105885,[nan nan]
44.758724899962544,"(91.70034980773926, 969.3451900482178)",127.64129113363433
44.857896000146866,"(88.8605785369873, 965.4546337127686)",127.50556161444783
44.96554320002906,"(86.03477478027344, 960.6475410461426)",127.32889194137628
45.06751450011507,[nan nan]
45.16962320008315,"(80.4549331665039, 951.9029598236084)",127.2953830333082
45.2760098001454,"(76.1844654083252, 947.9693546295166)",127.65634487056504
45.38151490013115,"(73.04044723510742, 943.6757545471191)",127.55023105161972
45.49202320002951,"(68.20374488830566, 937.7563552856445)",127.74441332972319
45.58833030005917,"(65.0095100402832, 933.5284442901611)",127.80983288159356
45.691281100036576,"(61.17315483093262, 929.371057510376)",128.14406135843896
45.79515250003897,"(58.39936637878418, 924.5033531188965)",127.86681031964982
45.899816000135615,"(55.660457611083984, 919.9820556640625)",127.82901205278296
46.01897060009651,"(51.42989158630371, 915.9035377502441)",128.27480483953136
46.11847020010464,"(48.64054870605469, 911.7395362854004)",128.27498242444977
46.221515000099316,"(44.69589805603027, 907.867733001709)",128.66756803756377
46.3222695000004,"(42.57142448425293, 903.127965927124)",128.28104763243275
46.42209630017169,"(36.3898983001709, 897.4659233093262)",128.81821468989756
46.528448499972,"(35.73115158081055, 894.746898651123)",128.61090478820933
46.63577760010958,"(31.69439125061035, 891.0405921936035)",128.96110224733422
46.73893530014902,"(27.222532272338867, 884.7364768981934)",128.98002187133517
46.8394896001555,"(22.96807861328125, 880.9107913970947)",129.2719441564615
46.93358090007678,"(20.873027801513672, 876.19895362854)",129.05758549954984
47.03318560007028,"(17.34428596496582, 872.2080059051514)",129.3063409891217
47.13549390016124,"(13.6533203125, 868.2915000915527)",129.30627268723
47.252376300049946,"(10.431221008300781, 863.8541259765625)",129.2610158537895
47.35294250003062,"(6.062870025634766, 860.3235206604004)",129.86894367105566
47.455925800139084,"(3.800413131713867, 855.3995189666748)",129.46594884964657
47.55273919994943,"(-0.41532135009765625, 852.1834487915039)",130.0514873068134
