timeStamp,robotRealCenCoords,robotHeading
0.0,"(213.96469324827194, -175.53029334545135)",-69.75539693664125
5.709352399979252,"(214.12706297636032, -175.66531217098236)",-69.716458028183
5.889662799978396,"(214.2525950074196, -175.598264336586)",-69.65624308046017
6.080839999980526,"(213.71161246299744, -175.4915726184845)",-69.69425991338046
6.275113699986832,"(214.36525601148605, -175.6843581199646)",-69.6505193819357
6.448774399992544,[nan nan]
6.63680320000276,[nan nan]
6.798740700003691,"(213.54081571102142, -175.57220149040222)",-69.81255878980508
6.962325300002703,[nan nan]
7.137861199997133,"(214.50872296094894, -175.62018132209778)",-69.60563820889955
7.328964799991809,"(214.56159108877182, -175.62530398368835)",-69.54679612919989
7.5266021999996156,"(213.70173621177673, -175.56431448459625)",-69.75635999331422
7.7298539000039455,[nan nan]
7.929509699984919,[nan nan]
8.181886299978942,"(214.39392775297165, -175.612757563591)",-69.64782145721354
8.397807799978182,"(214.30531477928162, -175.60364973545074)",-69.66448711878837
8.61098860000493,[nan nan]
8.779982299980475,"(214.30683815479279, -175.5877468585968)",-69.6591732316141
8.964347699977225,"(214.4162922501564, -175.56313455104828)",-69.64573141932752
9.156366099981824,"(214.03464198112488, -175.77700901031494)",-69.6590366278307
9.342771800002083,"(213.91779798269272, -175.6112254858017)",-69.70842572571907
9.515959199983627,"(213.92974472045898, -175.45418691635132)",-69.81266124264263
9.698896499990951,[nan nan]
9.875108299980639,"(214.10913091897964, -175.56437361240387)",-69.7501923324937
10.047652299981564,"(214.59585911035538, -175.7062578201294)",-69.58214918834388
10.257837699988158,"(213.94297581911087, -175.6206749677658)",-69.74623765296425
10.450028599996585,[nan nan]
10.621263899985934,[nan nan]
10.817377700004727,"(214.0170089006424, -175.52261877059937)",-69.72827425544712
11.002630899980431,[nan nan]
11.193402799981413,"(214.05255508422852, -175.58446788787842)",-69.63813624897047
11.390711699990788,"(214.45837950706482, -175.6024135351181)",-69.6373302866484
11.596648999984609,[nan nan]
11.798472499998752,"(214.2547133564949, -175.6137125492096)",-69.56358473417977
11.98546549997991,[nan nan]
12.181733999983408,"(214.4542734026909, -175.57958149909973)",-69.67191836460535
12.397077999979956,[nan nan]
12.625031899980968,"(214.3573956489563, -175.42738485336304)",-69.7021078007368
12.827746700000716,"(214.02940648794174, -175.5710610151291)",-69.63226911647342
13.007054899993818,"(214.60845190286636, -175.66526007652283)",-69.6394954566153
13.217638799978886,"(214.0708978176117, -175.51517021656036)",-69.87541019054754
13.457767199986847,[nan nan]
13.650693899980979,[nan nan]
13.836811299988767,"(213.90397280454636, -175.63656759262085)",-69.76395516367127
14.024904699996114,[nan nan]
14.252700499986531,"(214.10670375823975, -175.58435320854187)",-69.80069475121677
14.48861129998113,[nan nan]
14.700552800000878,"(213.71243232488632, -175.53100192546844)",-69.86312268023069
14.883724599989364,[nan nan]
15.08003819998703,[nan nan]
15.263195899984566,"(214.14399856328964, -175.6309335231781)",-69.69815995139653
15.489283100003377,"(214.29446983337402, -175.64016211032867)",-69.6520698348773
15.687402199982898,"(214.2641127705574, -175.71903681755066)",-69.68249149744052
15.867163999995682,"(214.11612629890442, -175.5025987625122)",-69.68891870544951
16.07369399999152,[nan nan]
16.291370899998583,[nan nan]
16.502140800002962,"(214.50159221887589, -175.53474986553192)",-69.65762960886168
16.70360989999608,"(214.2085064649582, -175.56369173526764)",-69.70375387632677
16.896255600004224,[nan nan]
17.092263500002446,[nan nan]
17.278468899981817,"(214.525588452816, -175.62212252616882)",-69.6301585880199
17.484382199996617,"(214.35342997312546, -175.51297640800476)",-69.63642870167796
17.700320899981307,"(213.55134683847427, -175.47979521751404)",-69.7802110138959
17.887810799991712,"(214.05613934993744, -175.5209699869156)",-69.79380992053339
18.08891869999934,[nan nan]
18.272169899981236,"(214.02048748731613, -175.61624193191528)",-69.67510806294774
18.467880899988813,"(214.13763386011124, -175.5036622285843)",-69.80273014758943
18.67606309999246,"(214.1011687517166, -175.6524657011032)",-69.70846670685408
18.87379709997913,"(214.05596780776978, -175.58974075317383)",-69.72744780255755
19.079410199978156,"(214.32160007953644, -175.47640645503998)",-69.68764146007472
19.293355400004657,[nan nan]
19.489750799984904,[nan nan]
19.66969879998942,[nan nan]
19.85643600000185,"(213.53707307577133, -175.51176118850708)",-69.83080905526735
20.041524500004016,"(220.8554067015648, -160.39435517787933)",-70.50794717939324
20.21448130000499,"(228.0251081585884, -142.96345829963684)",-71.42060388647953
20.41530329998932,"(233.1916505098343, -129.71034014225006)",-72.19100141353277
20.59179750000476,"(240.11430633068085, -111.64485132694244)",-73.30361873876033
20.783175399992615,"(248.27836054563522, -93.07305085659027)",-73.95642089887347
20.962024499982363,"(252.37632220983505, -78.03121650218964)",-74.65685679825829
21.130463999987114,"(257.7761833369732, -58.679943561553955)",-75.74544551798574
21.301424499979476,"(263.39587193727493, -43.41843116283417)",-76.06389625784843
21.481465399992885,"(269.253952562809, -23.472896814346313)",-76.68358566086533
21.67657969999709,"(275.66533014178276, -3.4745748043060303)",-77.0272534591437
21.85732999999891,"(279.94734421372414, 12.030677318572998)",-77.28501113804164
22.05314579998958,"(284.6027944087982, 32.88700997829437)",-78.1202066697508
22.238711599988164,"(290.767408400774, 54.027416944503784)",-78.12715980232588
22.437485899979947,"(295.76410087943077, 75.43658888339996)",-78.61687070543745
22.631054700003006,"(301.944162517786, 96.90941941738129)",-78.71596308991599
22.80863009998575,"(306.22815081477165, 118.6531662940979)",-79.13325349725793
23.003107399999863,"(309.80315870046616, 134.7780168056488)",-79.3134475479412
23.174514899990754,"(314.48172399401665, 156.65202009677887)",-79.5632412262669
23.342498699988937,"(319.0787156224251, 178.7582482099533)",-79.7895322236586
23.53799670000444,"(321.782995313406, 195.18153059482574)",-80.00411627681288
23.715173000004143,"(326.2173082232475, 217.25915253162384)",-80.16569123181871
23.89226629998302,"(329.4616305530071, 234.2470052242279)",-80.22531878327293
24.070569399977103,"(334.29296469688416, 256.41912937164307)",-80.11097458637774
24.25911659997655,"(338.00346145033836, 273.2255514860153)",-80.07790964060571
24.45174789999146,"(342.41442650556564, 295.4955315589905)",-80.23994904847508
24.632182500005,"(347.4047683477402, 318.1839989423752)",-80.1053806614475
24.851677500002552,"(352.0516239106655, 340.68966591358185)",-80.03380710913493
25.06958619999932,"(355.1853145956993, 362.990177154541)",-80.46517453635626
25.274739399988903,"(359.36062613129616, 385.3353329896927)",-80.63775975630413
25.479348399996525,"(364.2656913101673, 413.54646134376526)",-80.41782083484055
25.667926699999953,"(368.32838663458824, 435.91934609413147)",-80.61513816977306
25.862767399987206,"(373.6329659819603, 458.60063910484314)",-80.42792951481218
26.039411999983713,"(376.88022497296333, 475.3597538471222)",-80.22139142450017
26.27251999999862,"(379.7975368797779, 498.0128514766693)",-80.67760024973282
26.461075100000016,"(383.94391310214996, 520.6226608753204)",-80.75271184003546
26.64806680000038,"(387.71826270222664, 543.1579775810242)",-80.81791965604157
26.837551499978872,"(392.0409319102764, 565.5023537874222)",-80.82744776993373
27.049427999998443,"(396.9012513756752, 588.2092863321304)",-80.76808659585716
27.23946299997624,"(399.18629825115204, 611.1638427972794)",-81.10471246910123
27.421308299992234,"(404.16604495048523, 634.0891891717911)",-80.7702859167699
27.61449179999181,"(410.20757389068604, 656.3611966371536)",-80.39895585235298
27.83584119999432,"(411.26988872885704, 673.3871207237244)",-81.03445714329848
28.048502599995118,"(415.8405787050724, 701.8181936740875)",-81.0764081651807
28.26720380000188,"(420.5635938346386, 724.5055639743805)",-81.04687442720956
28.45318640000187,"(426.0467331111431, 753.32581615448)",-80.85282192270033
28.64837829998578,"(429.6268012523651, 770.3053741455078)",-80.75384565143767
28.862327299983008,"(432.0138020813465, 787.4193984270096)",-80.9765303089476
29.064858800004004,"(434.2141692340374, 801.0384421348572)",-81.02043476493245
29.25723439999274,"(436.7552471458912, 817.2578409910202)",-81.24040783734188
29.47651649999898,"(438.3219564259052, 821.145578622818)",-81.0468675970204
29.651508099981584,"(438.7286161184311, 828.370946764946)",-81.19602526811514
29.83077780000167,"(440.75999107956886, 832.945417881012)",-80.87889958495144
30.016650699981255,"(440.63991618156433, 839.3711965084076)",-81.16659398298155
30.1940687999886,"(442.0532388687134, 846.6445496082306)",-81.13169854651196
30.38054669997655,"(444.11571457982063, 852.106210231781)",-81.05201755965459
30.573815499985358,"(445.55364406108856, 859.705408334732)",-80.9713393651784
30.782631399983075,"(446.88124245405197, 867.872479557991)",-80.93240728690932
31.002541099995142,"(447.01052579283714, 876.5385717153549)",-81.40035720732523
31.19057740000426,"(449.2458296716213, 885.2670810222626)",-81.26156776339057
31.37852549998206,"(449.76622119545937, 894.8983713388443)",-81.43170094542643
31.57787469998584,"(451.8202188909054, 904.5993510484695)",-81.39409392385633
31.781856699992204,"(454.2268685400486, 914.5760600566864)",-81.27093195274266
31.976949100004276,"(455.3114655613899, 925.0724806785583)",-81.38849316873691
32.14937169998302,"(457.5645054280758, 935.5455874204636)",-81.28573297267408
32.34033139998792,"(458.0591017305851, 946.5679315328598)",-81.73154624998998
32.51145709998673,"(459.43514969944954, 954.5733102560043)",-81.63634024314918
32.74228099998436,"(462.17432713508606, 965.9956938028336)",-81.68518975609311
32.92676269999356,"(463.84714862704277, 977.7640134096146)",-81.85883365536233
33.11527889998979,"(466.38978484272957, 989.4725136756897)",-81.6194560155209
33.29951689997688,"(468.5998592376709, 1001.7136216163635)",-81.70162319123615
33.49079849998816,"(470.66181844472885, 1013.9045387506485)",-81.68385786920496
33.66607639999711,"(470.9397625923157, 1023.5885672569275)",-81.98174973966589
33.8638581999985,"(473.77887040376663, 1036.1561920642853)",-81.92392535815256
34.0573810999922,"(475.43322879076004, 1049.4792408943176)",-82.04365174411372
34.23730519998935,"(477.4167316854, 1062.677983880043)",-82.01848249702222
34.43859350000275,"(477.82156655192375, 1072.8627070188522)",-82.62501012550852
34.64652159999241,"(480.6643624305725, 1086.4646931886673)",-82.387517617878
34.83112709998386,"(482.737036973238, 1103.9003727436066)",-82.53707143994461
35.03763419997995,"(485.485076636076, 1114.2408920526505)",-82.43458445144856
35.2278669999796,"(486.98695808649063, 1128.8195226192474)",-82.52753649586327
35.39143950000289,"(489.7669093310833, 1143.4607266187668)",-82.51453181568357
35.58778709999751,"(491.11592346429825, 1157.8470685482025)",-82.81274470503548
35.77288239999325,"(494.14307484030724, 1172.7028592824936)",-82.70536047090455
35.946006099984515,"(493.9716566950083, 1183.3541358709335)",-83.18797480746848
36.12049619999016,"(496.90672405064106, 1197.9526985883713)",-82.9530026396417
36.30719749999116,"(498.3080841600895, 1209.1833869218826)",-83.1070917073172
36.48567619998357,"(500.3416521400213, 1223.623185992241)",-83.26845492645874
36.717844899976626,"(502.5245139747858, 1234.6952109336853)",-83.34032900709478
36.92555829999037,"(504.0970255881548, 1253.2699333429337)",-83.49553822579415
37.13071339999442,"(506.543593198061, 1267.9055080413818)",-83.63628110383144
37.36296769999899,"(508.40195125341415, 1282.688357949257)",-83.75888982962233
37.559565000003204,"(510.41192403435707, 1301.078567624092)",-83.91166067078801
37.744717699999455,"(513.031161814928, 1315.881616950035)",-83.92411210564495
37.95242519999738,"(513.3026583045721, 1330.3868218660355)",-84.33760492780834
38.14719150000019,"(516.0986010432243, 1345.0811920166016)",-84.30475854808975
38.340353499981575,"(516.5279193073511, 1359.854166150093)",-84.70801974687647
38.51471829999355,"(517.4703134298325, 1370.783298611641)",-84.83571696359904
38.706513699988136,"(520.1338594406843, 1385.249840259552)",-84.97523040758571
38.90616499999305,"(520.5460561066866, 1399.7668911218643)",-85.3249292629012
39.10860619999585,"(523.0443818867207, 1414.3523281812668)",-85.15159955233379
39.311015799990855,"(524.2783906757832, 1428.8959146738052)",-85.56824109170456
39.48858979999204,"(526.3909621238708, 1443.8131755590439)",-85.62077207661113
39.671736899996176,"(527.116071075201, 1454.6413357257843)",-85.84470665873917
39.84383109997725,"(529.525165528059, 1469.4854884147644)",-85.86142696182736
40.02017979999073,"(529.9830122441053, 1484.1551319360733)",-86.21208204362665
40.19748639999307,"(528.817866332829, 1494.6489264965057)",-87.0829926345058
40.37236249999842,"(533.4432300925255, 1509.7831045389175)",-86.5032051966201
40.55515359999845,"(531.4518293365836, 1520.518450975418)",-87.40009782710199
40.729816999984905,"(535.6868450418115, 1535.8421713113785)",-86.85806084475894
40.91353799999342,"(535.9814855977893, 1550.6146014928818)",-87.64799271283843
41.0982344999793,"(533.0788568481803, 1561.0556614398956)",-88.87410729150409
41.284141999989515,"(538.5641948282719, 1576.1787369251251)",-88.17589803378871
41.47291129999212,"(534.8174722064286, 1590.4333502054214)",-89.72372135255115
41.65741640000488,"(538.0887549426407, 1601.976751089096)",-89.29165724603449
41.838518999982625,"(538.4528503951151, 1616.5132619142532)",-90.09455964334782
42.011035299976356,"(538.6233934108168, 1630.780843615532)",-90.6833492705596
42.17797779999091,"(538.9049719683826, 1641.8202848434448)",-90.93133977894442
42.37210539999069,"(540.2615962848067, 1655.9557476043701)",-91.66176703897476
42.54381099998136,"(540.0502725020051, 1670.3424603939056)",-92.28142229104583
42.720926399983,"(539.0973901227117, 1680.9080107212067)",-92.79779825267713
42.9347562000039,"(539.3762496858835, 1694.7716890573502)",-93.54743883484271
43.13733249998768,"(539.490192309022, 1709.1476720571518)",-94.22148288327459
43.322188299993286,"(538.6634047180414, 1723.2904387712479)",-94.81006760481127
43.53008349999436,"(538.4339881241322, 1736.8065536022186)",-95.6358374754658
43.733451899985084,"(538.1727807819843, 1751.2479383945465)",-96.11883430262326
43.93537110000034,"(537.9854722470045, 1765.1578438282013)",-96.88673881062945
44.142105799983256,"(535.9966502189636, 1778.2024338245392)",-97.60668856047299
