timeStamp,robotRealCenCoords,robotHeading
0.0,"(210.78144967556, -174.56410026550293)",-67.41264888151603
0.2311379000020679,[nan nan]
0.36584149999544024,[nan nan]
0.49763050000183284,[nan nan]
0.6569862000033027,[nan nan]
0.7932763999997405,"(211.3474634885788, -174.6708641052246)",-67.42872714682225
0.9271774999942863,[nan nan]
1.0580646000016714,[nan nan]
1.19597669999348,[nan nan]
1.3181669000041438,[nan nan]
1.4389975999947637,"(211.25210011005402, -174.7613092660904)",-67.28017053237447
1.5678874000004726,[nan nan]
1.6867510000010952,"(211.4472834467888, -174.82702803611755)",-67.30380298690271
1.7964514999912353,[nan nan]
1.9170109999977285,[nan nan]
2.0526871000038227,[nan nan]
2.172704900003737,"(211.36190938949585, -174.7622902393341)",-67.40189816376244
2.3043744000024162,[nan nan]
2.425968499999726,"(211.05919259786606, -174.604562997818)",-67.35451714149006
2.556735399994068,[nan nan]
2.6648244999960298,[nan nan]
2.785891999999876,[nan nan]
2.899022800003877,"(211.60740095376968, -174.77231574058533)",-67.32037302582917
3.010209700005362,"(211.322516143322, -174.76326394081116)",-67.25297954928865
3.1304280000040308,[nan nan]
3.246654300004593,"(211.1852987408638, -174.64813232421875)",-67.43983986460186
3.366277099994477,"(211.41943126916885, -174.68890523910522)",-67.45085012954392
3.4750088000000687,"(211.17418998479843, -174.64748167991638)",-67.40911084352598
3.590367900003912,[nan nan]
3.698734499994316,[nan nan]
3.803039299993543,"(211.6127411723137, -174.82505345344543)",-67.24175071829315
3.9167551999998977,"(211.47634541988373, -174.87760829925537)",-67.40403601297265
4.049812099998235,"(211.5913193821907, -174.7878736257553)",-67.33223706441748
4.166014699992957,"(211.36018079519272, -174.60395741462708)",-67.42977899595444
4.287112999998499,"(211.32737731933594, -174.6955099105835)",-67.3494969524501
4.40224070000113,"(211.71199625730515, -174.8817663192749)",-67.26282868207181
4.518414099991787,[nan nan]
4.642041200000676,[nan nan]
4.760357699997257,[nan nan]
4.871739599999273,[nan nan]
4.997061899994151,"(211.59159815311432, -174.7194412946701)",-67.32490144124888
5.1083874000032665,[nan nan]
5.246945799997775,"(211.36428409814835, -174.7282485961914)",-67.37326601076175
5.358791499995277,[nan nan]
5.4759558999940054,[nan nan]
5.595649399998365,[nan nan]
5.719350500003202,"(211.10642659664154, -174.61794674396515)",-67.40403601297265
5.846865700004855,"(211.4406862258911, -174.75787115097046)",-67.30339317555251
5.962899999998626,"(211.8150880932808, -174.81592094898224)",-67.25326641723379
6.093568600001163,"(211.39475291967392, -174.72556018829346)",-67.3014397414499
6.214367599997786,"(211.49515122175217, -174.6012042760849)",-67.29263562760974
6.32362729999295,"(211.35888922214508, -174.82920598983765)",-67.35442151884168
6.445617299992591,"(211.21471244096756, -174.6534194946289)",-67.46662786652665
6.556705499999225,[nan nan]
6.668438299995614,[nan nan]
6.795001799997408,"(211.10931235551834, -174.6352777481079)",-67.34991359398947
6.906771399997524,[nan nan]
7.022816800003056,[nan nan]
7.151796499994816,"(211.2610928416252, -174.60657382011414)",-67.4608768472455
7.273878599997261,[nan nan]
7.3916232000046875,"(211.24032431840897, -174.70542693138123)",-67.3551250283262
7.509685600001831,"(211.52066481113434, -174.90320813655853)",-67.323098271308
7.627606399997603,"(211.4405099749565, -174.81021463871002)",-67.36569816116138
7.740588500004378,[nan nan]
7.849671100004343,[nan nan]
7.964401000004727,[nan nan]
8.07872540000244,"(211.6377967596054, -174.75580322742462)",-67.28140679661425
8.20160620000388,[nan nan]
8.310925500001758,"(211.63767313957214, -174.83905255794525)",-67.31459468579133
8.424703800003044,"(210.95173007249832, -174.74677848815918)",-67.3853486154035
8.545412699997541,[nan nan]
8.656908699995256,"(211.54958081245422, -174.76568865776062)",-67.30202713771851
8.771836700005224,"(211.41373586654663, -174.75115597248077)",-67.39266374800458
8.89592769999581,[nan nan]
9.013230500000645,"(211.17980700731277, -174.59873294830322)",-67.37149699176672
9.125765599994338,[nan nan]
9.237056500001927,"(211.32346057891846, -174.719744682312)",-67.3514777073094
9.354584799992153,[nan nan]
9.471810699993512,[nan nan]
9.591979899996659,[nan nan]
9.710055300005479,[nan nan]
9.851323700000648,[nan nan]
9.981273299999884,[nan nan]
10.097014700004365,"(211.46060055494308, -174.71163272857666)",-67.29776509967643
10.212987499995506,"(211.68855100870132, -174.83708906173706)",-67.38893446471775
10.346432399994228,[nan nan]
10.471910499996739,[nan nan]
10.60929949999263,[nan nan]
10.738985000003595,[nan nan]
10.854101000004448,[nan nan]
10.979898299992783,[nan nan]
11.10516920000373,"(211.47214037179947, -174.64566564559937)",-67.4254828069665
11.220153499991284,"(211.45580750703812, -174.6515336036682)",-67.27331985263694
11.349795699992683,"(211.33269208669662, -174.69579780101776)",-67.28128385320919
11.467959200002952,"(211.343583881855, -174.56195724010468)",-67.4429749214309
11.576765999998315,[nan nan]
11.692194000002928,"(211.34208691120148, -174.71403348445892)",-67.31600853494953
11.82132420000562,[nan nan]
11.93948499999533,[nan nan]
12.065686300004018,"(211.58046329021454, -174.80673813819885)",-67.42073582549334
12.177625800002716,[nan nan]
12.297636699993745,"(210.8916683793068, -174.51833724975586)",-67.48573873582434
12.424917900003493,"(211.75344848632812, -174.76842558383942)",-67.15894833498508
12.561691900002188,"(211.37952423095703, -174.75870609283447)",-67.40561378667093
12.69803569999931,"(211.10582369565964, -174.726704955101)",-67.52899432383803
12.82357989999582,[nan nan]
12.943265800000518,"(211.4609894156456, -174.71041584014893)",-67.21381524458779
13.072430899992469,[nan nan]
13.192395199992461,"(211.76890575885773, -174.8254019021988)",-67.35343114141203
13.310064999997849,[nan nan]
13.427393299993128,[nan nan]
13.541655399996671,[nan nan]
13.667030900003738,"(211.5436584353447, -174.7202684879303)",-67.33423147965512
13.794185099992319,"(211.41744089126587, -174.81282663345337)",-67.40435703186364
13.909649599998374,[nan nan]
14.01865070000349,"(211.86610692739487, -174.73380327224731)",-67.17325075110709
14.143940199995995,"(211.27306270599365, -174.66201066970825)",-67.32584400735435
14.26808880000317,[nan nan]
14.399354699999094,[nan nan]
14.533897599991178,[nan nan]
14.645490900002187,[nan nan]
14.77986179999425,"(211.85831052064896, -174.88648355007172)",-67.31126155347637
14.903046199993696,[nan nan]
15.020917200003169,[nan nan]
15.141015899993363,[nan nan]
15.278054399997927,[nan nan]
15.411305799992988,[nan nan]
15.538328399998136,[nan nan]
15.661884300003294,"(211.55431336164474, -174.92346918582916)",-67.22047467902856
15.793843799998285,[nan nan]
15.90821490000235,[nan nan]
16.032490300000063,"(210.70116871595383, -174.49547040462494)",-67.58703727140481
16.155077899995376,"(211.325767993927, -174.58024609088898)",-67.31856985588828
16.26826389999769,"(211.20535677671432, -174.7809695005417)",-67.35007068834038
16.381611899996642,"(211.50075072050095, -174.77312660217285)",-67.42089291984425
16.49387150000257,"(211.2632092833519, -174.86401426792145)",-67.38011669049926
16.61782339999627,[nan nan]
16.743134200005443,[nan nan]
16.859308600003715,"(211.17473155260086, -174.67883050441742)",-67.35521382078541
16.972915299993474,"(211.4432111978531, -174.730086684227)",-67.327838422592
17.087721399992006,"(210.68102753162384, -174.64920449256897)",-67.4607607340296
17.232131800003117,"(211.19872575998306, -174.76449286937714)",-67.35610857556668
17.353028400000767,[nan nan]
17.460275299992645,"(211.29820847511292, -174.71474182605743)",-67.50771828457344
17.569991399999708,"(211.3933835029602, -174.57869672775269)",-67.37529457694524
17.68770549999317,[nan nan]
17.81466059999366,"(211.12425243854523, -174.72200214862823)",-67.41499163640135
17.944005400000606,"(211.11146688461304, -174.62513709068298)",-67.42888424117317
18.05748799999128,"(211.29650765657425, -174.63600742816925)",-67.34197008398475
18.186196399998153,[nan nan]
18.303726700003608,[nan nan]
18.418961699993815,[nan nan]
18.541442200003075,[nan nan]
18.660347099998035,[nan nan]
18.787228100001812,"(211.5777336359024, -174.7390605211258)",-67.27829223035272
18.90201399999205,[nan nan]
19.010734600000433,"(211.82716727256775, -174.7820417881012)",-67.29413143903798
19.12225679999392,"(211.53725343942642, -174.8555849790573)",-67.40689786223489
19.23147230000177,"(211.8226599097252, -174.90082669258118)",-67.30863876083508
19.352438100002473,[nan nan]
19.465922799994587,[nan nan]
19.583179900000687,"(211.4326937198639, -174.79412722587585)",-67.27966509837589
19.70405529999698,[nan nan]
19.82600509999611,[nan nan]
19.95199990000401,"(214.29788041114807, -165.91746187210083)",-67.84488374276195
20.069601800001692,"(218.68576002120972, -156.95362198352814)",-68.2775215851689
20.186871300000348,"(223.88312405347824, -143.69848465919495)",-69.0408703569987
20.310955099994317,"(229.09753823280334, -135.1533876657486)",-69.29953645105626
20.425539999996545,"(234.35843408107758, -121.51777493953705)",-69.89500600327631
20.536046199995326,"(238.42955911159515, -112.89820957183838)",-70.22364738538064
20.65184710000176,"(242.18334239721298, -103.4220324754715)",-70.46674747831973
20.761772400001064,"(247.58061808347702, -89.43271780014038)",-71.05128872786776
20.87305199999537,"(251.39053750038147, -80.09450995922089)",-71.30496195364204
20.989209699997446,"(255.64540708065033, -70.63499736785889)",-71.4609498139068
21.103860899995198,"(259.18394434452057, -61.01887786388397)",-71.78778119588107
21.235740599993733,"(264.6885116696358, -46.26453363895416)",-72.15583959968555
21.359722299996065,"(268.7675244808197, -36.685415148735046)",-72.44590407335765
21.470942999992985,"(274.27096474170685, -21.87253737449646)",-72.7564796051073
21.59721459999855,"(277.45021080970764, -11.751739263534546)",-72.92929705148696
21.712533700003405,"(280.2102183699608, -1.608654499053955)",-73.14517201039438
21.831481100001838,"(286.2297397851944, 13.586527109146118)",-73.1761674088479
21.94870579999406,"(289.5324494242668, 23.67223858833313)",-73.50504784757318
22.087096699993708,"(294.86032420396805, 39.52823531627655)",-73.70256325799161
22.1972328999982,"(298.748351752758, 49.591708183288574)",-73.80326073692511
22.315205199993216,"(301.00735038518906, 60.649255871772766)",-74.25868409040322
22.421647099996335,"(306.8858451247215, 75.65148913860321)",-74.08476698356719
22.52907609999238,"(309.6072010397911, 86.50549471378326)",-74.44783934927756
22.636985000004643,"(312.5885197520256, 97.17600929737091)",-74.43169961226882
22.752231399994344,"(317.10475915670395, 107.35560715198517)",-74.3029437162249
22.869756700005382,"(320.8978605866432, 123.40290331840515)",-74.78691726043367
22.990567000000738,"(325.8540455698967, 133.92182207107544)",-74.44009391475876
23.095665600005304,"(327.14988148212433, 144.78004908561707)",-75.01113871050684
23.227268799993908,"(331.98248040676117, 160.61271607875824)",-75.04684693948766
23.35079759999644,"(335.1120739579201, 171.43272125720978)",-75.12857698309604
23.46395289999782,"(341.6319325566292, 187.48830544948578)",-74.72868989775931
23.58182520000264,"(342.5655620098114, 198.6717393398285)",-75.34915111215244
23.71422639999946,"(346.7875991463661, 209.18753135204315)",-75.15821317390473
23.831418000001577,"(351.2979219555855, 225.90166127681732)",-75.32823024272469
23.947214200001326,"(354.47929775714874, 236.77476358413696)",-75.40013164411741
24.06145860000106,"(359.45284700393677, 253.75620412826538)",-75.47348104561418
24.171761099991272,"(362.4204363822937, 264.5594764947891)",-75.4064427389105
24.28633479999553,"(364.7479366660118, 275.5598120689392)",-75.62192837703523
24.41773610000382,"(368.3372484445572, 286.5934635400772)",-75.50020757583644
24.533394099998986,"(373.09078562259674, 302.9029756784439)",-75.70270219415981
24.636193400001503,"(376.34995090961456, 313.8520965576172)",-75.46330406375085
24.743204300000798,"(379.5201573073864, 324.9388527870178)",-75.57852935504897
24.864653700002236,"(381.6606789827347, 336.05941891670227)",-75.7445234424478
24.977686600002926,"(387.04363906383514, 352.64967012405396)",-75.51132029361605
25.083161200003815,"(390.905930519104, 363.5459887981415)",-75.35060594244565
25.209865500000888,"(392.81811371445656, 374.66016268730164)",-75.55685033462335
25.33226399999694,"(396.29515340924263, 388.01202273368835)",-75.62800724539655
25.449548299991875,"(398.26600456237793, 394.42422437667847)",-75.53699497470613
25.561372399999527,"(401.06307113170624, 404.1405540704727)",-75.31821718540145
25.68737990000227,"(403.28436732292175, 410.74918472766876)",-75.37778326515313
25.810448699994595,"(404.9256687760353, 419.647945523262)",-75.33573662062253
25.950126499999897,"(406.36819648742676, 422.5235047340393)",-75.21657714036249
26.068617500000983,"(407.0964995622635, 427.0448216199875)",-74.83772020748022
26.179471399998874,"(408.58911269903183, 429.95153772830963)",-74.45416410444899
26.30034990000422,"(407.8926091194153, 433.5627256631851)",-74.63182415495018
26.42587540000386,"(410.71271151304245, 438.439879655838)",-74.02116426201603
26.5323980999965,"(410.03588861227036, 442.24221301078796)",-74.34993541771459
26.631731999994372,"(411.3998324871063, 446.43139374256134)",-74.00081712847856
26.737580999993952,"(413.4380987882614, 452.7592076063156)",-73.50588113065193
26.8658798999968,"(413.2270945906639, 455.0850365161896)",-73.65058551840781
26.98281770000176,"(414.61404329538345, 461.4962692260742)",-73.47089690172312
27.09999049999169,"(417.7364277243614, 468.62861943244934)",-72.80714594837045
27.23262049999903,"(417.5315811038017, 473.9406578540802)",-72.9881186406191
27.34975609999674,"(418.71547973155975, 479.3519229888916)",-72.60063517881511
27.473026499996195,"(421.687894821167, 487.8384817838669)",-71.8733702963705
27.587856300000567,"(423.6585228443146, 493.6593154668808)",-71.64142390234603
27.704774700003327,"(425.9889184832573, 500.1646032333374)",-71.28527734845406
27.818103099998552,"(429.02466827630997, 510.0771381855011)",-70.70042874039338
27.94198659999529,"(431.0695095062256, 517.0122740268707)",-70.29785056052366
28.067953099991428,"(434.0763505101204, 527.8902438879013)",-69.79231410910516
28.17972820000432,"(436.71141362190247, 535.376732468605)",-69.38108890974621
28.29350770000019,"(439.3068799972534, 543.0267148017883)",-68.90904770601745
28.41714530000172,"(444.07419580221176, 554.9213418960571)",-68.00083745208086
28.542869600001723,"(445.6497821211815, 563.1851931810379)",-67.72872271554755
28.655588299996452,"(451.39825797080994, 575.3621354103088)",-66.65148577022065
28.77107149999938,"(453.9866881966591, 584.0375615358353)",-66.4271208861749
28.887155000003986,"(457.35962253808975, 592.8247102499008)",-66.07484704954233
29.000288099996396,"(462.761398434639, 606.3952977657318)",-65.21527457268539
29.114773599998443,"(466.8888170719147, 615.8111503124237)",-64.48986067150584
29.217588999992586,"(471.05758118629456, 625.2373356819153)",-64.0399561108771
29.339358600002015,"(476.3530533313751, 634.6899139881134)",-63.12937578129851
29.45405459999165,"(482.7665066123009, 649.6392698287964)",-62.220530319769104
29.565857499997946,"(487.31781709194183, 659.8608663082123)",-61.81495368685375
29.685244799999055,"(491.36953061819077, 670.8867890834808)",-61.540250308625005
29.7962145999918,"(502.08121621608734, 685.54136967659)",-59.884270944355414
29.910698599996977,"(506.9925003051758, 696.6643911600113)",-59.44192740313788
30.036060099999304,"(511.78708052635193, 707.9318970441818)",-59.08326050944217
30.16971729999932,"(520.98985850811, 725.4373022317886)",-58.29996758523594
30.281133199998294,"(530.9390063285828, 735.4682350158691)",-56.685119620148164
30.39178069999616,"(540.2370495796204, 754.0856040716171)",-56.13829809029153
30.504654399992432,"(546.3664463758469, 766.1267278194427)",-55.74773762826644
30.621607199995196,"(554.1434817314148, 778.2115733623505)",-55.1702383037527
30.73330920000444,"(563.8889294862747, 789.8634502887726)",-54.21509098983977
30.855480999991414,"(573.5369818210602, 809.2029742002487)",-53.99252927573491
30.973760499997297,"(582.1871002912521, 821.243335723877)",-53.16483670682901
31.10611229999631,"(591.2462484836578, 832.8083385229111)",-52.1437917278038
31.227012100003776,"(603.209630727768, 851.2780643701553)",-51.50572570082496
31.35146999999415,"(617.2199223041534, 869.1208788156509)",-50.452589077984456
31.471738099993672,"(626.0278378725052, 881.4630982875824)",-49.993374969516985
31.582969299997785,"(636.1313375234604, 892.5025936365128)",-49.00641263445014
31.704454399994574,"(649.9382696151733, 910.5681847333908)",-48.08426879460672
31.817128099995898,"(661.1974647045135, 922.3833825588226)",-47.10971008307262
31.92139099999622,"(676.2761008739471, 940.798139333725)",-46.229015246207425
32.029930100005004,"(681.3749123811722, 947.1680235862732)",-45.75295447615212
32.141227200001595,"(698.273780465126, 965.208049416542)",-44.68912177707137
32.254418800002895,"(708.8194996118546, 977.5864012241364)",-44.090315677441765
32.38519689999521,"(721.3969497680664, 988.8789030313492)",-43.223547596294225
32.49299099999189,"(739.0707566738129, 1007.5142889022827)",-42.47390359903406
32.60607159999199,"(751.3673808574677, 1019.4841386079788)",-41.54043872064134
32.714026400004514,"(763.7702802419662, 1030.8864961862564)",-40.80214308268715
32.83444170000439,"(776.7135751247406, 1041.5385047197342)",-39.609755978143006
32.954034199996386,"(794.2356954813004, 1059.4385590553284)",-38.922908740111936
33.08054159999301,"(808.3749843835831, 1069.9127727746964)",-38.0157776560642
33.18879929999821,"(827.4069575071335, 1086.6002871990204)",-37.196448653796985
33.31734019999567,"(840.5602371692657, 1097.170888543129)",-36.40254844580972
33.437450700002955,"(859.1779741048813, 1113.1663681268692)",-35.352550294892836
33.54916239999875,"(872.00619161129, 1123.1703553199768)",-34.808296916164124
33.67909679999866,"(885.8344676494598, 1132.3194136619568)",-33.84554760170497
33.82841279999411,"(905.3328057527542, 1146.6485826969147)",-32.8760159094
33.94536420000077,"(925.4220492839813, 1159.1706124544144)",-31.388308500617434
34.051172199993744,"(937.892372250557, 1168.09270966053)",-30.816553365195666
34.164418799991836,"(950.9330875873566, 1176.9277769327164)",-30.054140329282163
34.27699319999374,"(964.3607560396194, 1184.9125242233276)",-29.233530666545565
34.388271100004204,"(985.4579688310623, 1198.1797293424606)",-28.268908172706542
34.51828629999363,"(999.7558301687241, 1205.9416803717613)",-27.37443172164355
34.628709399999934,"(1019.4817527532578, 1217.7427253723145)",-25.828476459619107
34.737789499995415,"(1034.4492602348328, 1224.0876184105873)",-24.706293454458937
34.85116890000063,"(1048.6040815114975, 1233.4628145098686)",-24.28491005625688
34.97343519999413,"(1063.3986160755157, 1240.5806809663773)",-23.19260059097905
35.101300499998615,"(1086.1724325418472, 1250.0425643324852)",-21.34767087351023
35.2276497999992,"(1100.3276189565659, 1256.909562408924)",-20.301982571959616
35.340605399993365,"(1121.300696015358, 1266.447202205658)",-18.97467874074021
35.45991510000022,"(1136.3097989559174, 1272.3329983353615)",-17.831281168017977
35.59400529999402,"(1150.9925944805145, 1278.6321652531624)",-17.03133965770984
35.70808329999272,"(1173.6342091560364, 1286.7024481892586)",-15.484756018281757
35.819481200000155,"(1187.9184240102768, 1290.877628147602)",-14.240484235481256
35.93767210000078,"(1208.9704014062881, 1298.0540145933628)",-12.735941264168249
36.062333699999726,"(1223.8752448558807, 1302.3754387795925)",-11.808402428654164
36.17891139999847,"(1246.4977655410767, 1307.4090739488602)",-10.183748019465543
36.28538359999948,"(1260.5123665332794, 1312.044947952032)",-9.399065151763214
36.392665899998974,"(1274.4802541732788, 1313.9496942460537)",-7.847726846899156
36.50464430000284,"(1288.331305384636, 1318.0036304593086)",-7.308057378877169
36.6288751999964,"(1309.4808601140976, 1322.114556670189)",-5.7009271006646856
36.75853130000178,"(1323.891734957695, 1320.6483654379845)",-3.671004270847005
36.87768989999313,"(1337.0734612941742, 1324.999621503055)",-3.2283559324377573
37.00186910000048,"(1357.2527530193329, 1325.6535730995238)",-1.1938507927389386
37.13058650000312,"(1369.7776200771332, 1328.4153477605432)",-0.7171328304194327
37.25290170000517,"(1388.8313524723053, 1330.1710441093892)",0.6753075800674778
37.37636549999297,"(1400.6631730794907, 1333.0275260657072)",1.240669711786966
37.48804650000238,"(1418.7644309997559, 1331.8786908835173)",2.937741201650647
37.60783759999322,"(1431.4517780542374, 1334.060277968645)",3.6186688001054286
37.73761959999683,"(1451.5982081890106, 1332.2861344963312)",5.569218855352037
37.855580200004624,"(1463.6584521532059, 1332.600878417492)",6.382886911457786
37.97698429999582,"(1474.357851266861, 1333.1177839189768)",6.97301696329418
38.09788970000227,"(1491.6048456430435, 1333.2879476845264)",8.161127515644251
38.20998749999853,"(1503.86414706707, 1331.731691211462)",9.370329692151323
38.32231519999914,"(1520.919075369835, 1330.6372651159763)",10.712796543328158
38.43203650000214,"(1531.3776063919067, 1329.6967083215714)",11.791014474574604
38.54534899999271,"(1540.9929379224777, 1328.0699906945229)",12.96622536090346
38.65950759999396,"(1550.7801419496536, 1327.5565612614155)",13.683040053917958
38.768006900005275,"(1566.4183819293976, 1325.409946858883)",15.197806110871182
38.88560749999306,"(1576.9134621620178, 1322.6165289878845)",16.628812704258895
39.00178809999488,"(1586.4909617900848, 1321.3694548010826)",17.454580867366143
39.13213519999408,"(1601.5642838478088, 1316.746790587902)",19.55394879179628
39.24964490000275,"(1611.706640958786, 1314.812626838684)",20.357168792906027
39.362091200004215,"(1622.4353536367416, 1312.3032923340797)",21.644797762784123
39.46667069999967,"(1637.129628777504, 1309.1671369671822)",23.420517173393208
39.580261499999324,"(1647.057006239891, 1306.2788089513779)",24.806975565466804
39.6936277999921,"(1656.7702671289444, 1303.6338540315628)",26.103089337841347
39.828618200001074,"(1666.508984208107, 1298.9850201010704)",28.167587439011278
39.95260560000315,"(1679.9440250396729, 1292.4719794988632)",31.11186000905575
40.06790809999802,"(1693.6411489248276, 1290.35109937191)",32.66567681881488
40.188154999996186,"(1700.3489791154861, 1280.7608180046082)",36.31162496757852
40.32414179999614,"(1713.698222875595, 1283.509628534317)",35.78385283531704
40.44355799999903,"(1727.2121322154999, 1276.6366426944733)",38.488477973047864
40.552310700004455,"(1734.2485535144806, 1271.7123860120773)",40.074680124756604
40.66682650000439,"(1745.8526917696, 1263.5862095355988)",42.91423223444644
40.79753080000228,"(1752.1164215803146, 1256.3474003076553)",45.39200971436821
40.931635100001586,"(1764.4886813163757, 1248.9795488119125)",47.876835949513435
41.05829960000119,"(1772.066920042038, 1243.759332060814)",49.5538215605754
41.16942229999404,"(1781.850775361061, 1234.8097859621048)",52.382947386497214
41.30172989999119,"(1790.0498144626617, 1230.2064249515533)",53.889249985295145
41.41293740000401,"(1800.2931257486343, 1220.2906712293625)",56.956308866048936
41.52828640000371,"(1805.6714080572128, 1213.5190334320068)",59.02121507102177
41.64781399999629,"(1811.243884563446, 1207.9549757242203)",60.953257021164944
41.76693389999855,"(1819.8984252810478, 1197.3286827802658)",64.42089625145623
41.89983719999145,"(1827.6974651813507, 1191.228367447853)",66.52234738358322
42.016737199999625,"(1836.041319847107, 1179.9402178525925)",70.28203867259508
42.127129899992724,"(1840.8904774188995, 1171.7712450027466)",72.9453889771715
42.23397639999166,"(1845.055013090372, 1163.2270900011063)",75.67420664494252
42.360669500005315,"(1851.3782203793526, 1155.1275837421417)",77.72563347158834
42.48185860000376,"(1859.5110407471657, 1140.7463511228561)",81.96679845557273
42.59369609999703,"(1862.2353149801493, 1130.6988846063614)",85.023772562017
42.71989839999878,"(1865.8341464549303, 1120.4610232114792)",87.93727854494514
42.83592199999839,"(1872.6843101903796, 1105.3497027158737)",92.1167054490218
42.95059720000427,"(1877.5500973165035, 1094.1400836706161)",94.6509173669608
43.0535036999936,"(1876.8284897208214, 1076.2918041944504)",99.69643274836258
43.166574899994885,"(1878.0227649211884, 1063.9228023290634)",102.65038711155555
43.30099869999685,"(1879.409738779068, 1051.3360886573792)",105.91118089302216
43.419006199997966,"(1881.5056809186935, 1031.9529126882553)",109.9974986583332
43.538793700005044,"(1880.6350641846657, 1019.1515645980835)",113.44769358548427
43.64475140000286,"(1878.3292012810707, 1005.5810012817383)",116.59128815098263
43.75127330000396,"(1873.3416855335236, 985.6364628076553)",121.40904404432118
43.85879040000145,"(1868.71147274971, 972.1056886911392)",124.77205160671703
43.96814680000534,"(1864.9617675542831, 957.9870620965958)",127.6422746808748
44.083807699993486,"(1860.5538861751556, 944.2522656917572)",130.65392365198687
44.207469000000856,"(1853.3421669006348, 931.5427702665329)",133.98023943816142
44.330172799993306,"(1842.7179802656174, 910.9111032485962)",137.43030459171825
44.446683300004224,"(1831.443772315979, 899.7886502742767)",140.25122736044688
44.55890350000118,"(1814.687722325325, 884.0886892080307)",144.14957148961
44.67211580000003,"(1806.4056805372238, 869.6320120096207)",145.17154537436232
44.80224530000123,"(1794.8321875333786, 858.2249864339828)",147.1682965367022
44.913909399998374,"(1772.0428367853165, 845.3616070151329)",150.9860854147942
45.030889200003,"(1760.3552782535553, 833.4441949129105)",152.16376029186614
45.1500406999985,"(1746.4025254249573, 823.0562818050385)",153.810792108323
45.27183549999609,"(1725.0907739400864, 805.6715426445007)",154.67298054763205
45.38732379999419,"(1707.1430715322495, 798.9072975516319)",156.45203992074528
