timeStamp,robotRealCenCoords,robotHeading
0.0,"(212.15953522920609, -172.03558313846588)",-68.65485538586626
8.305261100002099,"(211.88183975219727, -171.95160615444183)",-68.50272658248257
8.44326379999984,"(211.72023952007294, -171.74681091308594)",-68.72211225862337
8.589139100004104,"(212.43315941095352, -172.0233952999115)",-68.46002423979165
8.736636900008307,"(212.04356771707535, -171.78200447559357)",-68.56292103963789
8.879658799996832,"(211.84888154268265, -171.82979702949524)",-68.53325069788335
9.030935400005546,[nan nan]
9.163883400004124,"(211.94901406764984, -171.82823300361633)",-68.64881066845079
9.28414899999916,"(211.86345797777176, -171.58979153633118)",-68.6806530103614
9.418381199997384,"(211.77451592683792, -171.7958093881607)",-68.57252428561092
9.554547699997784,[nan nan]
9.688529799997923,[nan nan]
9.82899449999968,"(212.13545042276382, -171.83410108089447)",-68.57718247462488
9.96652190000168,"(212.62291330099106, -172.02242469787598)",-68.40677608502223
10.088633100007428,[nan nan]
10.219639300004928,"(211.73636013269424, -171.99864637851715)",-68.59151904169273
10.349257499998203,"(212.54161751270294, -171.92860102653503)",-68.46589820247786
10.471193300007144,"(212.21172958612442, -172.02569568157196)",-68.6387907809384
10.591847800009418,"(211.3908333182335, -171.73310768604279)",-68.65941112204266
10.71733640000457,"(212.56426882743835, -171.9827470779419)",-68.24795369625193
10.869964400000754,[nan nan]
11.00991829999839,"(212.33555400371552, -171.78222060203552)",-68.5346986979874
11.151615700000548,[nan nan]
11.290137600008165,[nan nan]
11.427266300001065,"(211.9671539068222, -171.81549513339996)",-68.54725258568187
11.57247169999755,"(212.54814493656158, -171.99175786972046)",-68.44308537065001
11.707470100009232,[nan nan]
11.849708499998087,"(211.65181297063828, -171.739324092865)",-68.72741931560847
12.001092899998184,[nan nan]
12.123745200005942,[nan nan]
12.26911619999737,"(212.06660109758377, -171.96233224868774)",-68.43706114380207
12.404850600010832,"(211.89576810598373, -171.92003858089447)",-68.6011359480441
12.545702200004598,"(211.48269617557526, -171.82796430587769)",-68.69115784130487
12.70089469999948,[nan nan]
12.831814400007715,[nan nan]
12.959640400003991,[nan nan]
13.083303999999771,[nan nan]
13.200152100005653,[nan nan]
13.327036200003931,[nan nan]
13.483074300005683,[nan nan]
13.626288800005568,"(211.93598121404648, -171.9165357351303)",-68.66959493409514
13.749442700005602,[nan nan]
13.866005700008827,[nan nan]
13.986566300009144,"(212.07750940322876, -171.88639843463898)",-68.51862726287035
14.11583260000043,"(211.34796488285065, -171.71362781524658)",-68.71871765460588
14.264580800008844,"(212.5153102874756, -171.92811059951782)",-68.49749465757833
14.390105300000869,"(212.0171458721161, -171.78345656394958)",-68.5024670352941
14.522110700010671,"(212.00764524936676, -172.03844153881073)",-68.48711277003991
14.644573600002332,"(212.53457140922546, -171.9854165315628)",-68.50998024338112
14.792297599997255,[nan nan]
14.926122700009728,"(211.55797201395035, -171.7937524318695)",-68.57325511585212
15.058698000008008,[nan nan]
15.182742200006032,"(212.17625910043716, -171.79608738422394)",-68.61149051482585
15.311749000000418,"(211.7397935986519, -171.85183882713318)",-68.64907704582843
15.454429200006416,"(211.65756261348724, -171.8337584733963)",-68.7361141464219
15.593470799998613,[nan nan]
15.721634600005927,"(212.4616956114769, -172.03117275238037)",-68.45099472970888
15.847834400003194,"(211.12165600061417, -171.77278220653534)",-68.79949147173045
15.9897406000091,"(211.10131710767746, -171.63845562934875)",-68.75622905352759
16.13664530000824,"(212.04305005073547, -172.05655193328857)",-68.52341522547853
16.272670500009554,"(212.06280195713043, -172.02943468093872)",-68.59385496638888
16.40725669999665,"(212.0293334722519, -171.99847197532654)",-68.59421013622571
16.533532400004333,[nan nan]
16.670249900009367,"(211.91557413339615, -171.98673176765442)",-68.54774435930211
16.793511600000784,"(212.14469069242477, -172.0509454011917)",-68.49744684625415
16.929915500004427,"(211.813436627388, -171.73266530036926)",-68.64415247943685
17.06410390000383,"(212.41902548074722, -171.9243403673172)",-68.43277861519246
17.20237199999974,"(213.08122044801712, -172.13174498081207)",-68.19650871142338
17.33338029999868,[nan nan]
17.47359900000447,"(212.44521230459213, -171.99429070949554)",-68.47367095775333
17.60460890000104,"(212.3708438873291, -171.92766952514648)",-68.5006706955424
17.759190199998557,"(212.01164811849594, -171.9525852203369)",-68.52467198028582
17.885309100005543,"(212.13467878103256, -171.90237534046173)",-68.56814613435294
18.024974600004498,"(211.9815085530281, -171.77936553955078)",-68.6721767456014
18.163544600000023,[nan nan]
18.288572100005695,[nan nan]
18.4047045000043,[nan nan]
18.526059600000735,"(212.45826536417007, -171.99299550056458)",-68.45410246578125
18.670072100008838,"(212.733096241951, -172.13072204589844)",-68.48010499595148
18.800889999998617,"(211.90861856937408, -171.88154351711273)",-68.54645345354899
18.92685590000474,[nan nan]
19.062273000003188,"(212.192260324955, -171.92595267295837)",-68.49576661971832
19.216898800004856,"(212.39940756559372, -172.00733363628387)",-68.51477503617846
19.357483700005105,"(212.77293521165848, -171.95566701889038)",-68.41364725532726
19.484670999998343,[nan nan]
19.620192100002896,"(211.64627492427826, -171.734694480896)",-68.59427160792825
19.739407500004745,"(211.89895325899124, -171.68787050247192)",-68.55885024689256
19.87212339999678,[nan nan]
20.01551890000701,"(211.86818051338196, -171.88380455970764)",-68.73007625919561
20.156340900008217,[nan nan]
20.287745000008726,"(211.6969262957573, -168.57133722305298)",-68.97176933316568
20.43003000000317,"(217.31487065553665, -159.62136495113373)",-68.76812724306176
20.56851270000334,"(224.03016036748886, -147.184210896492)",-68.77320890380425
20.703451699999277,"(227.75082629919052, -134.08171248435974)",-69.49221608754232
20.82804930000566,"(231.10168957710266, -125.3934623003006)",-69.73138199151948
20.948311800006195,"(236.4147366285324, -112.2017194032669)",-69.95918246071774
21.076783099997556,"(242.1593486070633, -99.19060254096985)",-70.10045126332112
21.195881899999222,"(245.65820461511612, -89.90810811519623)",-70.16136972052846
21.320103200006997,"(249.60928642749786, -80.98088765144348)",-70.52195589738095
21.445038500009105,"(254.11884343624115, -66.89167737960815)",-71.1087442791659
21.586111900003743,"(260.38673317432404, -52.901456356048584)",-71.18331628452411
21.720527099998435,"(263.2094864845276, -43.250489473342896)",-71.50051026957951
21.8478860000032,"(269.2275494337082, -29.190523743629456)",-71.488598419667
21.986879900010535,"(274.5071623325348, -14.772418141365051)",-71.79843629098629
22.117874400006258,"(278.73816496133804, -5.115997910499573)",-71.79269893208348
22.24738110000908,"(283.2366318702698, 9.687889575958252)",-72.12121737078274
22.374259800009895,"(288.7193178534508, 24.4659366607666)",-72.3365185937999
22.50067819999822,"(292.3086984157562, 34.19362950325012)",-72.53053694736327
22.643165000001318,"(297.20502722263336, 49.471903920173645)",-72.89878659646452
22.7789780000021,"(300.5681389570236, 59.53162920475006)",-72.92839546651652
22.91039180000371,"(306.5406041741371, 74.66211795806885)",-72.87751055719993
23.04358910000883,"(311.1785736680031, 90.34576261043549)",-73.35524813869647
23.17583530000411,"(314.5983136296272, 100.6209145784378)",-73.30187704052199
23.321034200009308,"(318.9007729291916, 116.27353036403656)",-73.7094207679183
23.445653800008586,"(324.40702629089355, 131.70844781398773)",-73.820049341905
23.5674188999983,"(329.5481041073799, 147.1010880470276)",-74.01810433726786
23.701547999997274,"(334.0112891793251, 157.51215529441833)",-73.96198067285786
23.828752200002782,"(337.39236015081406, 173.4981302022934)",-74.2650429965205
23.96124669999699,"(341.35362350940704, 183.97456800937653)",-73.99184909009833
24.096163100010017,"(346.9749861359596, 200.11064183712006)",-74.12697072244869
24.226071600001887,"(349.87419229745865, 210.6476150751114)",-74.37069919279143
24.36388750000333,"(354.39251017570496, 226.8027812242508)",-74.4971874660309
24.495461900005466,"(359.4702128767967, 242.99949657917023)",-74.33682828469733
24.61891760000435,"(362.39402961730957, 259.3316732645035)",-75.09130464079529
24.7466376000084,"(365.5490974187851, 270.0647044181824)",-75.17561649590992
24.876965900009964,"(372.132839679718, 286.416689991951)",-74.74795786140791
24.997099700005492,"(375.3760575056076, 297.44240498542786)",-74.83285711279117
25.119037099997513,"(378.6171717643738, 313.8158884048462)",-75.20613378112154
25.236949700003606,"(383.83017498254776, 324.44980096817017)",-74.78877507188791
25.35652260000643,"(387.21656864881516, 341.0496827363968)",-75.36382235848963
25.485699900003965,"(391.17933171987534, 351.8849002122879)",-75.23003944321658
25.607784000007086,"(392.9905861020088, 363.11857640743256)",-75.33684994145725
25.723981700008153,"(397.00369960069656, 379.436980009079)",-75.45467753482913
25.861306400009198,"(400.6425481438637, 390.49621629714966)",-75.23307204720807
26.00041950000741,"(405.87819623947144, 406.54672718048096)",-75.38306983157072
26.12441970000509,"(410.5384438633919, 423.02883541584015)",-75.512925388071
26.244363100006012,"(412.75239992141724, 433.96550703048706)",-75.4610637617031
26.38303320000705,"(417.17493763566017, 450.64781391620636)",-75.61177188573943
26.525423700004467,"(420.5304407477379, 459.39794540405273)",-75.518710558298
26.66253840000718,"(422.52655479311943, 470.4591113328934)",-75.56379663700926
26.789286700004595,"(427.0400490760803, 480.9073952436447)",-75.32266363855112
26.916508900001645,"(428.52780082821846, 492.01759469509125)",-75.56051814620766
27.03912030000356,"(430.56106093525887, 496.95735800266266)",-75.54861995667349
27.178888200010988,"(431.4450218677521, 503.094685792923)",-75.44625591158251
27.311384900007397,"(432.6156410574913, 507.22861886024475)",-75.46353629018265
27.454306100000395,"(434.8834246993065, 513.6732136011124)",-75.20203566761953
27.575257300006342,"(436.66514015197754, 520.1967576742172)",-75.07524686605659
27.7058970000071,"(438.636256814003, 524.8269693851471)",-74.91547508099164
27.843804200005252,"(440.32306653261185, 531.7740687131882)",-74.97781421754635
27.97511189999932,"(440.87985134124756, 539.3895556926727)",-75.00882327637821
28.103162400002475,"(442.95313918590546, 544.2820727825165)",-74.75737669227337
28.23395160000655,"(444.41972041130066, 552.4095050096512)",-74.93709262971474
28.368087199996808,"(447.6924121975899, 560.5218907594681)",-74.56285290471139
28.496501600006013,"(448.89262759685516, 566.311051607132)",-74.45912965197559
28.63058720000845,"(450.40112483501434, 575.281133890152)",-74.49638833389801
28.763504500006093,"(454.17194962501526, 580.9642692804337)",-73.8512769667903
28.887927900010254,"(454.6735820174217, 590.8131668567657)",-74.2478240896229
29.0223307999986,"(459.41959834098816, 600.1381338834763)",-73.4487192774881
29.151621500001056,"(460.6483108997345, 606.5851136445999)",-73.40372882142522
29.287836800009245,"(463.1488745212555, 616.7460978031158)",-73.56356207819269
29.405895800009603,"(466.28812432289124, 627.0371443033218)",-73.14706397279447
29.522597800008953,"(467.8265916109085, 634.034222483635)",-73.05966487217499
29.653839100006735,"(468.99186408519745, 641.5761140584946)",-73.19696533487058
29.787254100010614,"(472.38583475351334, 652.2506932020187)",-72.83551855418268
29.92014339999878,"(477.16935390233994, 663.3527460098267)",-72.24517847402932
30.049698100003297,"(479.15245312452316, 671.1348781585693)",-72.21269409433673
30.18192080000881,"(482.9165942668915, 683.1329632997513)",-71.98824724802094
30.308667400007835,"(486.047292470932, 695.472816824913)",-71.75645111815822
30.445962400001008,"(488.93887627124786, 703.8736066818237)",-71.60293578637301
30.57778180000605,"(493.59939855337143, 716.9691332578659)",-71.31594489782742
30.71021560000372,"(496.93561494350433, 725.6944341659546)",-70.93288056841642
30.871063099999446,"(501.55581682920456, 739.6167815923691)",-70.55711771122817
31.01392820000183,"(507.4208687543869, 758.1383364200592)",-70.19776779861546
31.134855700001935,"(511.00224643945694, 767.5990668535233)",-70.04509258009817
31.26026360000833,"(516.4979143738747, 781.9727506637573)",-69.63421572038688
31.392600100007257,"(519.4075381159782, 791.5944343805313)",-69.55911096027342
31.535492499999236,"(524.9637893438339, 806.4103906154633)",-69.31294411239699
31.702630900006625,"(530.6331996321678, 821.0261796712875)",-68.76827067703432
31.856679500007886,"(536.2217442989349, 836.5821149349213)",-68.2183926375241
31.989429000008386,"(541.8353866934776, 852.5567883253098)",-68.15296625546455
32.108587499998976,"(549.5529964566231, 869.1130793094635)",-67.62529999113522
32.23950070000137,"(553.7186498641968, 880.5668498277664)",-67.5223075686406
32.36926510000194,"(560.098677277565, 897.6505578756332)",-67.10327546306031
32.5144289000018,"(564.8712362647057, 909.0593123435974)",-66.80713895121607
32.668840099999215,"(572.5038383603096, 927.0361874103546)",-66.38140643006001
32.794645000001765,"(580.3633600473404, 944.898247718811)",-66.12587539283149
32.91874010000902,"(588.6861708760262, 962.6270557641983)",-65.70234902277734
33.04332599999907,"(595.1102285385132, 979.9435721635818)",-65.43860809816647
33.188918300002115,"(599.2612851858139, 991.7876282930374)",-65.31853337255764
33.329816900004516,"(607.7607125043869, 1009.1765742301941)",-64.89845624803435
33.46110280000721,"(615.1832306981087, 1027.0586349964142)",-64.78058767352744
33.598060500007705,"(624.251166164875, 1043.893424987793)",-64.0246974682713
33.73334700000123,"(628.9210435152054, 1055.7828060388565)",-64.01215041076598
33.8728681000066,"(638.5233969092369, 1072.6981558799744)",-63.58217634213534
34.003054100001464,"(647.1214668154716, 1090.5316056013107)",-63.27194231984419
34.12980590001098,"(652.1016411781311, 1101.5950247049332)",-63.17380616184945
34.25644589999865,"(660.7543270587921, 1118.788015961647)",-62.70573329802847
34.39771400000609,"(665.2275443673134, 1130.2725640535355)",-62.948471390941556
34.53659730000072,"(673.373511493206, 1147.3938561677933)",-62.94943444761453
34.67382599999837,"(683.1129634380341, 1163.1745467185974)",-62.28592255088281
34.80356300000858,"(692.1514573693275, 1180.400622367859)",-62.12126718056131
34.95008219999727,"(697.3809822201729, 1191.9093437194824)",-62.043833325940874
35.07524289999856,"(706.469062268734, 1208.4177000522614)",-61.778323382334975
35.19155129999854,"(715.4903939366341, 1225.2148336172104)",-61.75534662596705
35.33364560001064,"(721.1928571462631, 1235.421903014183)",-61.53307177980732
35.478690200005076,"(729.9441446065903, 1251.493273139)",-61.26353202459111
35.614690700007486,"(737.3674774765968, 1266.9652353525162)",-61.356299653898226
35.75065319999703,"(746.0221600532532, 1282.090739250183)",-61.0659209915243
35.88892369999667,"(751.6323781013489, 1292.7395977973938)",-61.207046360155104
36.00846300000558,"(760.4839111566544, 1307.7917022705078)",-60.91971396215101
36.125472400002764,"(767.2560212016106, 1322.5759434700012)",-61.175067414461104
36.23919220000971,"(773.0808663964272, 1332.0929825305939)",-61.1476920162677
36.37450770000578,"(779.0999846458435, 1341.5777716636658)",-61.00805562887595
36.51191440000548,"(786.6278660297394, 1355.9163764715195)",-61.42807128169672
36.630853900001966,"(794.8382847309113, 1369.9304901361465)",-61.31751783979089
36.75728010000603,"(799.6634370684624, 1378.2553495168686)",-61.31261376396682
36.899330200001714,"(806.7347410321236, 1391.4718679189682)",-61.45109584938883
37.033239099997445,"(814.643358707428, 1404.8806122541428)",-61.62788163567627
37.16273270000238,"(818.8500337004662, 1413.4664140939713)",-61.70407922605693
37.280105800004094,"(826.2872115969658, 1426.537689447403)",-62.09295604645161
37.4225649,"(830.4271168708801, 1434.4112516641617)",-62.10307838680157
37.547342300007585,"(837.7042437791824, 1446.702671289444)",-61.86429497341792
37.696071800004574,"(841.3016046881676, 1454.4613943099976)",-62.18560073235366
37.82763720001094,"(848.174698650837, 1465.8830853700638)",-62.25889549233707
37.95403760000772,"(854.2597972750664, 1477.3965392112732)",-62.32402817626231
38.06961570000567,"(858.5461334586143, 1484.7459723949432)",-62.462052639009926
38.199290999997174,"(863.6579481363297, 1495.2835087776184)",-62.58009879843526
38.32903459999943,"(869.7928623557091, 1505.8554993867874)",-62.723696695545605
38.47496870000032,"(873.6328611373901, 1513.259237408638)",-62.8732300270447
38.64108080000733,"(879.9680394530296, 1524.0766379833221)",-62.90643157660013
38.76664200000232,"(884.4806321263313, 1534.2767279148102)",-63.026984415450855
38.89531269999861,"(890.1628052592278, 1543.882005572319)",-62.84292447769735
39.023670599999605,"(894.0408918261528, 1550.288509607315)",-62.93375916346935
39.165005000002566,"(900.155201792717, 1559.8162506818771)",-62.92654648370581
39.31162480000057,"(903.6108669638634, 1569.4038994312286)",-63.15235936785561
39.445437400005176,"(908.4753735661507, 1578.1836590766907)",-63.099370760274645
39.58277550000639,"(912.7350599765778, 1587.3922908306122)",-63.39971466864762
39.72621230001096,"(916.9685116410255, 1593.0743902921677)",-63.24710092183285
39.85624039999675,"(920.3957692980766, 1601.9701346158981)",-63.382891912721874
39.97554169999785,"(924.7614079713821, 1610.3888107538223)",-63.618007514521224
40.08916909999971,"(927.535814166069, 1616.1324833631516)",-63.58281837991732
40.23870149999857,"(931.3372949361801, 1621.5218155384064)",-63.50464686486652
40.37135220000346,"(934.6482216119766, 1629.843251824379)",-63.71679254048712
40.49676160000672,"(938.8098990917206, 1638.2070276737213)",-63.73244733406479
40.62024720000045,"(940.4358189702034, 1643.850699186325)",-63.864536362423664
40.751182599997264,"(945.2902628183365, 1652.0607970952988)",-64.049634488931
40.90879670000868,"(948.8251065611839, 1660.3100509643555)",-64.38230568264565
41.05112960000406,"(952.4361844062805, 1668.1890153884888)",-64.40184685386106
41.17353169999842,"(956.952967107296, 1676.1645852327347)",-64.65506928715011
41.30683760000102,"(960.174209177494, 1681.3217706680298)",-64.75442121881711
41.44105069999932,"(964.4165991544724, 1688.5270859003067)",-64.62556286993566
41.5813358000014,"(965.8628451824188, 1694.0131888389587)",-64.88750745479481
41.7018487000023,"(970.176855802536, 1701.1464873552322)",-64.83584390391285
41.82426770000893,"(973.6267923116684, 1708.5369701385498)",-64.95484628982197
41.94571320000978,"(976.9338509440422, 1712.7780005931854)",-64.8778085861734
42.06768930000544,"(979.0693450570107, 1719.7381508350372)",-65.22202279958536
42.18679120000161,"(980.955995619297, 1724.5690369606018)",-65.29600740867494
42.323843999998644,"(983.7088199853897, 1728.5558595657349)",-65.18760547635766
42.47046350000892,"(986.7946081757545, 1734.9984381198883)",-65.3754629992897
42.60631899999862,"(989.3610956072807, 1741.4874716997147)",-65.70178211707622
42.72587580000982,"(992.4308939576149, 1747.8848161697388)",-65.55103984209404
42.85872489999747,"(994.8663147091866, 1751.8960663080215)",-65.62479222475184
42.98607310000807,"(997.866372525692, 1757.9802955389023)",-65.58052576874098
43.10487930000818,"(1000.0748112797737, 1761.8590168952942)",-65.62345350767453
43.22883950000687,"(1002.3430745601654, 1768.2784690856934)",-66.14606543201805
43.354804900009185,"(1005.1573430299759, 1771.8768054246902)",-65.69793672057351
